,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Goldstein P.,Luczak P.,70.0,166.0,526.0,245.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.83,1.93,1.85,1.9,1.877,2.04,1.74,2.04,2007-339,Adelaide,Hard,32.0,A,20070101.0,538.0,102834.0,,,Paul Goldstein,R,178.0,USA,30.4,103429.0,,WC,Peter Luczak,R,183.0,AUS,27.3,7-6(8) 6-1,3.0,RR,90.0,4.0,1.0,68.0,46.0,30.0,13.0,10.0,2.0,3.0,3.0,4.0,70.0,42.0,30.0,9.0,9.0,7.0,10.0,70.0,526.0,166.0,245.0
11,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Mayer F.,Dancevic F.,56.0,88.0,700.0,457.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.77,2.0,1.75,2.05,1.917,1.99,1.7,2.1,2007-339,Adelaide,Hard,32.0,A,20070101.0,523.0,104252.0,,,Florian Mayer,R,190.0,GER,23.2,104433.0,,,Frank Dancevic,R,185.0,CAN,22.2,6-4 6-4,3.0,RR,63.0,3.0,3.0,58.0,36.0,26.0,14.0,10.0,2.0,3.0,4.0,0.0,58.0,40.0,24.0,11.0,10.0,3.0,6.0,56.0,700.0,88.0,457.0
12,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Del Potro J.M.,Hernych J.,92.0,75.0,445.0,511.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.4,1.45,2.6,1.559,2.69,1.55,2.4,2007-339,Adelaide,Hard,32.0,A,20070101.0,539.0,105223.0,,,Juan Martin del Potro,R,198.0,ARG,18.2,103401.0,,,Jan Hernych,R,190.0,CZE,27.4,6-2 6-4,3.0,RR,73.0,7.0,1.0,43.0,29.0,24.0,7.0,9.0,1.0,3.0,0.0,0.0,64.0,46.0,20.0,10.0,9.0,10.0,15.0,92.0,445.0,75.0,511.0
13,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Clement A.,Becker B.,42.0,58.0,845.0,686.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.48,2.6,1.4,2.85,1.51,2.81,1.37,3.0,2007-339,Adelaide,Hard,32.0,A,20070101.0,524.0,103096.0,6.0,,Arnaud Clement,R,173.0,FRA,29.0,103794.0,,,Benjamin Becker,R,178.0,GER,25.5,7-5 6-1,3.0,RR,80.0,6.0,4.0,73.0,42.0,34.0,14.0,10.0,4.0,4.0,2.0,3.0,48.0,18.0,15.0,11.0,9.0,1.0,4.0,42.0,845.0,58.0,686.0
14,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Stepanek R.,Korolev E.,19.0,102.0,1340.0,418.0,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.2,1.75,2.0,1.781,2.18,1.77,2.0,2007-339,Adelaide,Hard,32.0,A,20070101.0,504.0,103285.0,3.0,,Radek Stepanek,R,185.0,CZE,28.0,105095.0,,,Evgeny Korolev,R,185.0,KAZ,18.8,4-6 6-2 6-2,3.0,RR,99.0,4.0,2.0,72.0,38.0,31.0,19.0,13.0,5.0,7.0,9.0,4.0,92.0,61.0,39.0,11.0,13.0,6.0,11.0,19.0,1340.0,102.0,418.0
15,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Kunitsyn I.,Vassallo-Arguello M.,94.0,81.0,438.0,488.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,2007-339,Adelaide,Hard,32.0,A,20070101.0,518.0,103857.0,,,Igor Kunitsyn,R,180.0,RUS,25.2,103506.0,,,Martin Vassallo Arguello,R,183.0,ARG,26.8,6-4 6-2,3.0,RR,77.0,0.0,2.0,61.0,31.0,22.0,15.0,9.0,8.0,11.0,3.0,0.0,60.0,38.0,19.0,8.0,9.0,5.0,11.0,94.0,438.0,81.0,488.0
16,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Johansson J.,Simon G.,193.0,45.0,202.0,801.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.0,1.37,3.0,1.34,3.12,1.369,3.51,1.38,2.9,2007-339,Adelaide,Hard,32.0,A,20070101.0,512.0,104026.0,,,Joachim Johansson,R,198.0,SWE,24.5,104468.0,7.0,,Gilles Simon,R,183.0,FRA,22.0,6-4 7-5,3.0,RR,60.0,11.0,0.0,58.0,36.0,30.0,15.0,11.0,0.0,0.0,13.0,2.0,51.0,35.0,29.0,10.0,11.0,1.0,3.0,193.0,202.0,45.0,801.0
17,1,Adelaide,Next Generation Adelaide International,20070301,International,Outdoor,Hard,Round Robin,3,Djokovic N.,Jones A.,16.0,200.0,1380.0,194.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,6.5,1.06,8.5,1.07,7.19,1.136,7.65,1.09,6.7,2007-339,Adelaide,Hard,32.0,A,20070101.0,532.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,19.6,103553.0,,WC,Alun Jones,R,180.0,AUS,26.6,6-1 6-2,3.0,RR,54.0,2.0,3.0,45.0,30.0,26.0,9.0,8.0,3.0,3.0,0.0,2.0,47.0,32.0,19.0,5.0,7.0,4.0,8.0,16.0,1380.0,200.0,194.0
18,1,Adelaide,Next Generation Adelaide International,20070401,International,Outdoor,Hard,Round Robin,3,Spadea V.,Korolev E.,73.0,102.0,514.0,418.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.83,1.93,1.85,1.9,1.917,1.99,1.84,1.92,2007-339,Adelaide,Hard,32.0,A,20070101.0,505.0,102434.0,,,Vincent Spadea,R,183.0,USA,32.4,105095.0,,,Evgeny Korolev,R,185.0,KAZ,18.8,6-1 7-6(6),3.0,RR,72.0,3.0,0.0,64.0,42.0,31.0,14.0,10.0,1.0,2.0,4.0,2.0,58.0,42.0,27.0,8.0,9.0,0.0,3.0,73.0,514.0,102.0,418.0
19,1,Adelaide,Next Generation Adelaide International,20070401,International,Outdoor,Hard,Round Robin,3,Gasquet R.,Dancevic F.,18.0,88.0,1365.0,457.0,7.0,5.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.08,6.5,1.08,7.25,1.05,8.5,1.091,9.95,1.08,7.5,2007-339,Adelaide,Hard,32.0,A,20070101.0,522.0,104755.0,2.0,,Richard Gasquet,R,185.0,FRA,20.5,104433.0,,,Frank Dancevic,R,185.0,CAN,22.2,7-5 5-7 6-3,3.0,RR,125.0,8.0,1.0,91.0,54.0,44.0,22.0,17.0,1.0,4.0,5.0,1.0,108.0,67.0,43.0,22.0,16.0,9.0,13.0,18.0,1365.0,88.0,457.0
20,1,Adelaide,Next Generation Adelaide International,20070401,International,Outdoor,Hard,Round Robin,3,Guccione C.,Clement A.,153.0,42.0,287.0,845.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.87,1.36,2.85,1.4,2.6,1.46,3.01,1.452,2.62,1.46,2007-339,Adelaide,Hard,32.0,A,20070101.0,530.0,104589.0,,WC,Chris Guccione,L,201.0,AUS,21.4,103096.0,6.0,,Arnaud Clement,R,173.0,FRA,29.0,7-6(4) 7-6(5),3.0,RR,118.0,11.0,4.0,100.0,50.0,40.0,27.0,12.0,10.0,11.0,6.0,3.0,82.0,56.0,43.0,14.0,12.0,3.0,4.0,153.0,287.0,42.0,845.0
21,1,Adelaide,Next Generation Adelaide International,20070401,International,Outdoor,Hard,Round Robin,3,Del Potro J.M.,Mathieu P.H.,92.0,55.0,445.0,723.0,7.0,6.0,0.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.72,2.0,1.77,2.0,1.75,2.05,1.806,2.14,1.78,1.98,2007-339,Adelaide,Hard,32.0,A,20070101.0,502.0,105223.0,,,Juan Martin del Potro,R,198.0,ARG,18.2,103908.0,8.0,,Paul Henri Mathieu,R,185.0,FRA,24.9,7-6(3) 0-6 6-3,3.0,RR,148.0,14.0,4.0,102.0,61.0,37.0,24.0,14.0,10.0,13.0,6.0,1.0,82.0,48.0,35.0,20.0,13.0,6.0,7.0,92.0,445.0,55.0,723.0
22,1,Adelaide,Next Generation Adelaide International,20070401,International,Outdoor,Hard,Round Robin,3,Simon G.,Serra F.,45.0,60.0,801.0,665.0,6.0,2.0,5.0,7.0,1.0,1.0,,,,,1.0,1.0,Retired,,,,,4.92,1.15,4.3,1.278,4.8,1.17,2007-339,Adelaide,Hard,32.0,A,20070101.0,529.0,104468.0,7.0,,Gilles Simon,R,183.0,FRA,22.0,103722.0,,,Florent Serra,R,180.0,FRA,25.8,6-2 5-7 1-1,3.0,RR,96.0,4.0,3.0,74.0,34.0,25.0,20.0,11.0,4.0,7.0,6.0,3.0,82.0,53.0,33.0,14.0,11.0,6.0,10.0,45.0,801.0,60.0,665.0
23,1,Adelaide,Next Generation Adelaide International,20070401,International,Outdoor,Hard,Round Robin,3,Kunitsyn I.,Hewitt L.,94.0,20.0,438.0,1315.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,6.0,1.11,7.25,1.08,7.19,1.07,7.45,1.14,6.5,1.1,2007-339,Adelaide,Hard,32.0,A,20070101.0,520.0,103857.0,,,Igor Kunitsyn,R,180.0,RUS,25.2,103720.0,4.0,,Lleyton Hewitt,R,180.0,AUS,25.8,4-6 7-6(4) 6-4,3.0,RR,172.0,6.0,4.0,121.0,64.0,45.0,29.0,16.0,5.0,9.0,9.0,6.0,119.0,55.0,40.0,31.0,16.0,8.0,12.0,94.0,438.0,20.0,1315.0
24,1,Adelaide,Next Generation Adelaide International,20070501,International,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Goldstein P.,16.0,70.0,1380.0,526.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.18,4.65,1.21,4.05,1.276,4.32,1.24,3.8,2007-339,Adelaide,Hard,32.0,A,20070101.0,533.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,19.6,102834.0,,,Paul Goldstein,R,178.0,USA,30.4,6-4 7-5,3.0,QF,101.0,8.0,3.0,72.0,48.0,34.0,11.0,11.0,4.0,7.0,2.0,3.0,74.0,45.0,28.0,10.0,11.0,2.0,7.0,16.0,1380.0,70.0,526.0
25,1,Adelaide,Next Generation Adelaide International,20070501,International,Outdoor,Hard,Quarterfinals,3,Guccione C.,Gasquet R.,153.0,18.0,287.0,1365.0,1.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,5.0,1.14,4.65,1.18,4.67,1.17,5.06,1.224,4.3,1.2,2007-339,Adelaide,Hard,32.0,A,20070101.0,528.0,104589.0,,WC,Chris Guccione,L,201.0,AUS,21.4,104755.0,2.0,,Richard Gasquet,R,185.0,FRA,20.5,1-6 6-3 7-6(4),3.0,QF,93.0,22.0,2.0,88.0,54.0,41.0,19.0,14.0,3.0,5.0,4.0,3.0,78.0,52.0,38.0,21.0,14.0,2.0,3.0,153.0,287.0,18.0,1365.0
26,1,Adelaide,Next Generation Adelaide International,20070601,International,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Kunitsyn I.,92.0,94.0,445.0,438.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.3,1.55,2.35,1.565,2.67,1.58,2.32,2007-339,Adelaide,Hard,32.0,A,20070101.0,521.0,105223.0,,,Juan Martin del Potro,R,198.0,ARG,18.2,103857.0,,,Igor Kunitsyn,R,180.0,RUS,25.2,6-2 6-0,3.0,QF,48.0,2.0,1.0,33.0,21.0,20.0,9.0,7.0,3.0,3.0,1.0,2.0,36.0,21.0,11.0,3.0,7.0,0.0,5.0,92.0,445.0,94.0,438.0
27,1,Adelaide,Next Generation Adelaide International,20070601,International,Outdoor,Hard,Quarterfinals,3,Johansson J.,Spadea V.,193.0,73.0,202.0,514.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.85,1.51,2.81,1.45,2.7,2007-339,Adelaide,Hard,32.0,A,20070101.0,509.0,104026.0,,,Joachim Johansson,R,198.0,SWE,24.5,102434.0,,,Vincent Spadea,R,183.0,USA,32.4,7-6(7) 6-3,3.0,QF,77.0,14.0,7.0,73.0,50.0,40.0,12.0,11.0,0.0,0.0,5.0,2.0,68.0,48.0,33.0,13.0,10.0,1.0,2.0,193.0,202.0,73.0,514.0
28,1,Adelaide,Next Generation Adelaide International,20070601,International,Outdoor,Hard,Semifinals,3,Guccione C.,Del Potro J.M.,153.0,92.0,287.0,445.0,5.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,,,2.35,1.57,,,2.54,1.61,,,2007-339,Adelaide,Hard,32.0,A,20070101.0,537.0,104589.0,,WC,Chris Guccione,L,201.0,AUS,21.4,105223.0,,,Juan Martin del Potro,R,198.0,ARG,18.2,5-7 6-3 7-5,3.0,SF,123.0,19.0,1.0,103.0,63.0,46.0,24.0,17.0,1.0,2.0,8.0,2.0,96.0,61.0,45.0,19.0,16.0,4.0,6.0,153.0,287.0,92.0,445.0
29,1,Adelaide,Next Generation Adelaide International,20070601,International,Outdoor,Hard,Semifinals,3,Djokovic N.,Johansson J.,16.0,193.0,1380.0,202.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.62,2.25,,,1.476,2.9,,,2007-339,Adelaide,Hard,32.0,A,20070101.0,514.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,19.6,104026.0,,,Joachim Johansson,R,198.0,SWE,24.5,6-3 6-2,3.0,SF,67.0,8.0,2.0,44.0,30.0,28.0,9.0,9.0,0.0,0.0,6.0,3.0,66.0,48.0,27.0,8.0,8.0,6.0,9.0,16.0,1380.0,193.0,202.0
30,1,Adelaide,Next Generation Adelaide International,20070701,International,Outdoor,Hard,The Final,3,Djokovic N.,Guccione C.,16.0,153.0,1380.0,287.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.22,4.0,1.28,3.65,1.23,3.89,1.259,4.56,1.25,3.75,2007-339,Adelaide,Hard,32.0,A,20070101.0,534.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,19.6,104589.0,,WC,Chris Guccione,L,201.0,AUS,21.4,6-3 6-7(6) 6-4,3.0,F,147.0,4.0,6.0,118.0,71.0,50.0,26.0,15.0,5.0,6.0,14.0,5.0,106.0,63.0,48.0,17.0,16.0,6.0,10.0,16.0,1380.0,153.0,287.0
31,2,Chennai,Chennai Open,20070101,International,Outdoor,Hard,1st Round,3,Mahut N.,Falla A.,66.0,107.0,552.0,407.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.77,2.0,1.95,1.8,2.0,1.909,1.8,1.96,2007-891,Chennai,Hard,32.0,A,20070101.0,4.0,103917.0,8.0,,Nicolas Mahut,R,190.0,FRA,24.9,104268.0,,,Alejandro Falla,L,185.0,COL,23.1,7-5 6-4,3.0,R32,105.0,4.0,5.0,75.0,34.0,28.0,21.0,11.0,7.0,8.0,4.0,2.0,72.0,40.0,26.0,17.0,11.0,8.0,11.0,66.0,552.0,107.0,407.0
32,2,Chennai,Chennai Open,20070101,International,Outdoor,Hard,1st Round,3,Galvani S.,Lu Y.H.,109.0,89.0,396.0,450.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,2.15,1.67,2.3,1.6,2.3,1.714,,,2007-891,Chennai,Hard,32.0,A,20070101.0,6.0,102999.0,,,Stefano Galvani,R,178.0,ITA,29.5,104229.0,,,Yen Hsun Lu,R,180.0,TPE,23.3,6-2 6-3,3.0,R32,86.0,2.0,5.0,58.0,37.0,23.0,11.0,8.0,4.0,5.0,4.0,4.0,65.0,47.0,25.0,5.0,9.0,6.0,11.0,109.0,396.0,89.0,450.0
33,2,Chennai,Chennai Open,20070101,International,Outdoor,Hard,1st Round,3,Kim K.,Greul S.,100.0,82.0,424.0,486.0,1.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.83,,,2.08,1.847,1.85,1.9,2007-891,Chennai,Hard,32.0,A,20070101.0,14.0,103240.0,,,Kevin Kim,R,180.0,USA,28.4,103752.0,,,Simon Greul,R,185.0,GER,25.7,1-6 6-2 6-3,3.0,R32,80.0,5.0,3.0,77.0,47.0,34.0,12.0,12.0,3.0,7.0,3.0,3.0,68.0,34.0,25.0,13.0,12.0,4.0,9.0,100.0,424.0,82.0,486.0
34,2,Chennai,Chennai Open,20070101,International,Outdoor,Hard,1st Round,3,Benneteau J.,Gabashvili T.,40.0,114.0,877.0,385.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.35,1.6,2.25,1.585,2.61,2.36,1.56,2007-891,Chennai,Hard,32.0,A,20070101.0,12.0,103898.0,4.0,,Julien Benneteau,R,185.0,FRA,25.0,104559.0,,,Teymuraz Gabashvili,R,188.0,RUS,21.6,6-3 6-4,3.0,R32,66.0,3.0,0.0,51.0,34.0,28.0,13.0,10.0,2.0,2.0,3.0,5.0,66.0,40.0,30.0,9.0,9.0,7.0,9.0,40.0,877.0,114.0,385.0
35,2,Chennai,Chennai Open,20070101,International,Outdoor,Hard,1st Round,3,Karlovic I.,Amritraj P.,98.0,393.0,431.0,84.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.5,1.25,3.85,1.21,4.06,1.278,4.3,1.27,3.6,2007-891,Chennai,Hard,32.0,A,20070101.0,15.0,103333.0,,,Ivo Karlovic,R,208.0,CRO,27.8,104250.0,,WC,Prakash Amritraj,R,188.0,IND,23.2,7-6(3) 6-3,3.0,R32,82.0,14.0,2.0,67.0,46.0,37.0,14.0,11.0,2.0,2.0,2.0,3.0,60.0,36.0,30.0,11.0,10.0,3.0,4.0,98.0,431.0,393.0,84.0
36,2,Chennai,Chennai Open,20070101,International,Outdoor,Hard,1st Round,3,Malisse X.,Udomchoke D.,37.0,103.0,910.0,417.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.2,1.35,3.1,1.3,3.35,1.426,3.15,1.42,2.75,2007-891,Chennai,Hard,32.0,A,20070101.0,5.0,103598.0,3.0,,Xavier Malisse,R,185.0,BEL,26.4,103821.0,,,Danai Udomchoke,R,173.0,THA,25.3,6-2 6-2,3.0,R32,62.0,5.0,1.0,41.0,20.0,15.0,15.0,8.0,2.0,3.0,2.0,4.0,45.0,22.0,11.0,9.0,8.0,6.0,11.0,37.0,910.0,103.0,417.0
