,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2346,51,US Open,US Open,20050209,Grand Slam,Outdoor,Hard,2nd Round,5,Kiefer N.,Stepanek R.,38,18.0,900.0,1390.0,4.0,6.0,4,6,6,4,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.39,2.75,1.4,2.85,1.33,3.15,1.45,2.35,1.455,3.0,2005-560,US Open,Hard,128.0,G,20050829.0,68.0,103017.0,,,Nicolas Kiefer,R,183.0,GER,28.1,103285.0,16.0,,Radek Stepanek,R,185.0,CZE,26.7,4-6 4-6 6-4 6-3 6-3,5.0,R64,209.0,14.0,4.0,147.0,75.0,57.0,43.0,24.0,7.0,9.0,10.0,7.0,149.0,82.0,61.0,36.0,24.0,13.0,17.0,38.0,900.0,18.0,1390.0
2347,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Wessels P.,11,103.0,1700.0,413.0,7.0,6.0,1,6,6,2,7.0,6.0,,,3.0,1.0,Completed,1.08,7.0,1.08,7.25,1.1,6.75,1.1,5.0,1.129,8.05,2005-560,US Open,Hard,128.0,G,20050829.0,69.0,103900.0,11.0,,David Nalbandian,R,180.0,ARG,23.6,103193.0,,,Peter Wessels,R,196.0,NED,27.3,7-6(4) 1-6 6-2 7-6(4),5.0,R64,167.0,8.0,2.0,128.0,72.0,44.0,34.0,20.0,7.0,14.0,7.0,8.0,138.0,69.0,55.0,24.0,19.0,10.0,16.0,11.0,1700.0,103.0,413.0
2348,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Tursunov D.,23,138.0,1255.0,302.0,6.0,4.0,3,6,6,4,6.0,3.0,,,3.0,1.0,Completed,1.33,3.25,1.35,3.1,1.4,2.85,1.35,2.7,1.365,3.54,2005-560,US Open,Hard,128.0,G,20050829.0,70.0,103602.0,21.0,,Fernando Gonzalez,R,183.0,CHI,25.0,104098.0,,,Dmitry Tursunov,R,185.0,RUS,22.7,6-4 3-6 6-4 6-3,5.0,R64,132.0,12.0,5.0,108.0,66.0,52.0,22.0,19.0,2.0,5.0,6.0,4.0,121.0,68.0,44.0,30.0,19.0,6.0,11.0,23.0,1255.0,138.0,302.0
2349,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Santoro F.,1,76.0,6975.0,509.0,7.0,5.0,7,5,7,6,,,,,3.0,0.0,Completed,1.01,15.0,1.01,14.0,1.01,33.0,1.02,8.0,1.017,46.0,2005-560,US Open,Hard,128.0,G,20050829.0,65.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,24.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,32.7,7-5 7-5 7-6(2),5.0,R64,137.0,9.0,3.0,111.0,76.0,61.0,18.0,18.0,4.0,6.0,5.0,0.0,120.0,78.0,48.0,24.0,18.0,6.0,10.0,1.0,6975.0,76.0,509.0
2350,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Ljubicic I.,13,19.0,1489.0,1360.0,3.0,6.0,7,6,6,7,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.66,2.1,1.85,1.95,1.7,2.1,1.6,2.0,1.962,1.943,2005-560,US Open,Hard,128.0,G,20050829.0,107.0,104755.0,13.0,,Richard Gasquet,R,185.0,FRA,19.1,103344.0,18.0,,Ivan Ljubicic,R,193.0,CRO,26.4,3-6 7-6(6) 6-7(7) 6-3 6-2,5.0,R32,227.0,6.0,5.0,172.0,125.0,90.0,22.0,25.0,7.0,10.0,21.0,3.0,166.0,102.0,69.0,36.0,25.0,8.0,13.0,13.0,1489.0,19.0,1360.0
2351,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,3rd Round,5,Massu N.,Wawrinka S.,58,62.0,665.0,587.0,6.0,4.0,6,3,6,0,,,,,3.0,0.0,Completed,1.72,2.0,1.81,2.0,1.9,1.85,1.55,2.1,1.917,1.99,2005-560,US Open,Hard,128.0,G,20050829.0,106.0,103454.0,,,Nicolas Massu,R,183.0,CHI,25.8,104527.0,,,Stan Wawrinka,R,183.0,SUI,20.4,6-4 6-3 6-0,5.0,R32,144.0,1.0,2.0,98.0,61.0,40.0,19.0,12.0,12.0,14.0,4.0,4.0,80.0,46.0,23.0,15.0,13.0,5.0,13.0,58.0,665.0,62.0,587.0
2352,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Nadal R.,49,2.0,740.0,4320.0,6.0,4.0,4,6,6,3,6.0,1.0,,,3.0,1.0,Completed,3.75,1.25,3.3,1.33,3.8,1.25,3.2,1.25,3.99,1.304,2005-560,US Open,Hard,128.0,G,20050829.0,112.0,103484.0,,WC,James Blake,R,185.0,USA,25.6,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,19.2,6-4 4-6 6-3 6-1,5.0,R32,145.0,10.0,3.0,115.0,74.0,56.0,21.0,18.0,8.0,10.0,3.0,4.0,102.0,79.0,48.0,10.0,18.0,1.0,7.0,49.0,740.0,2.0,4320.0
2353,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,3rd Round,5,Coria G.,Soderling R.,8,42.0,1765.0,825.0,6.0,2.0,6,7,6,1,6.0,4.0,,,3.0,1.0,Completed,1.44,2.62,1.55,2.45,1.45,2.7,1.4,2.5,1.575,2.64,2005-560,US Open,Hard,128.0,G,20050829.0,105.0,103909.0,8.0,,Guillermo Coria,R,175.0,ARG,23.6,104417.0,,,Robin Soderling,R,193.0,SWE,21.0,6-2 6-7(4) 6-1 6-4,5.0,R32,161.0,9.0,6.0,128.0,95.0,68.0,19.0,19.0,3.0,3.0,14.0,9.0,146.0,92.0,61.0,22.0,18.0,7.0,12.0,8.0,1765.0,42.0,825.0
2354,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Berdych T.,7,34.0,2190.0,965.0,3.0,6.0,6,1,6,4,7.0,6.0,,,3.0,1.0,Completed,1.25,3.75,1.3,3.5,1.28,3.46,1.2,3.6,1.362,3.56,2005-560,US Open,Hard,128.0,G,20050829.0,109.0,101736.0,7.0,,Andre Agassi,R,180.0,USA,35.3,104607.0,32.0,,Tomas Berdych,R,196.0,CZE,19.9,3-6 6-1 6-4 7-6(2),5.0,R32,149.0,14.0,7.0,133.0,75.0,51.0,35.0,19.0,5.0,7.0,11.0,3.0,121.0,72.0,50.0,26.0,19.0,5.0,9.0,7.0,2190.0,34.0,965.0
2355,51,US Open,US Open,20050309,Grand Slam,Outdoor,Hard,3rd Round,5,Malisse X.,Youzhny M.,54,26.0,701.0,1220.0,5.0,7.0,1,6,6,1,7.0,5.0,7.0,6.0,3.0,2.0,Completed,2.37,1.53,2.35,1.6,2.525,1.485,2.35,1.45,2.77,1.524,2005-560,US Open,Hard,128.0,G,20050829.0,110.0,103598.0,,,Xavier Malisse,R,185.0,BEL,25.1,104022.0,24.0,,Mikhail Youzhny,R,183.0,RUS,23.1,5-7 1-6 6-1 7-5 7-6(1),5.0,R32,177.0,14.0,4.0,152.0,93.0,72.0,28.0,25.0,7.0,12.0,6.0,3.0,150.0,73.0,52.0,44.0,25.0,9.0,14.0,54.0,701.0,26.0,1220.0
2356,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Grosjean S.,20,35.0,1350.0,960.0,6.0,4.0,7,5,6,7,7.0,6.0,,,3.0,1.0,Completed,2.62,1.44,2.75,1.45,3.0,1.35,2.2,1.5,3.03,1.448,2005-560,US Open,Hard,128.0,G,20050829.0,111.0,103990.0,19.0,,Tommy Robredo,R,180.0,ESP,23.3,103206.0,,,Sebastien Grosjean,R,175.0,FRA,27.2,6-4 7-5 6-7(3) 7-6(3),5.0,R32,201.0,7.0,5.0,151.0,100.0,73.0,31.0,23.0,6.0,8.0,7.0,2.0,145.0,73.0,57.0,39.0,23.0,4.0,8.0,20.0,1350.0,35.0,960.0
2357,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Ginepri R.,Haas T.,46,31.0,795.0,1055.0,7.0,5.0,6,7,6,4,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.39,2.75,1.45,2.75,1.42,2.75,1.5,2.2,1.474,2.91,2005-560,US Open,Hard,128.0,G,20050829.0,108.0,104068.0,,,Robby Ginepri,R,183.0,USA,22.8,103163.0,29.0,,Tommy Haas,R,188.0,GER,27.4,7-5 6-7(3) 6-4 2-6 6-3,5.0,R32,198.0,20.0,4.0,163.0,92.0,66.0,36.0,26.0,9.0,14.0,9.0,7.0,150.0,80.0,56.0,39.0,25.0,7.0,13.0,46.0,795.0,31.0,1055.0
2358,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Dent T.,4,27.0,3335.0,1190.0,6.0,3.0,3,6,6,7,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.16,4.5,1.15,5.5,1.13,5.5,1.2,3.6,1.183,5.95,2005-560,US Open,Hard,128.0,G,20050829.0,101.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,24.5,103758.0,25.0,,Taylor Dent,R,188.0,USA,24.3,6-3 3-6 6-7(2) 6-2 7-5,5.0,R32,200.0,7.0,8.0,161.0,80.0,59.0,41.0,25.0,4.0,9.0,19.0,10.0,157.0,85.0,60.0,31.0,25.0,8.0,16.0,4.0,3335.0,27.0,1190.0
2359,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Ferrer D.,17,15.0,1391.0,1420.0,6.0,7.0,7,5,7,5,7.0,5.0,,,3.0,1.0,Completed,2.1,1.66,2.1,1.73,2.0,1.75,1.9,1.7,2.18,1.781,2005-560,US Open,Hard,128.0,G,20050829.0,102.0,103103.0,15.0,,Dominik Hrbaty,R,183.0,SVK,27.6,103970.0,17.0,,David Ferrer,R,175.0,ESP,23.4,6-7(7) 7-5 7-5 7-5,5.0,R32,187.0,13.0,10.0,138.0,76.0,60.0,32.0,24.0,3.0,7.0,3.0,6.0,170.0,107.0,67.0,31.0,24.0,13.0,20.0,17.0,1391.0,15.0,1420.0
2360,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Verdasco F.,Djokovic N.,48,97.0,770.0,431.0,6.0,1.0,4,6,6,7,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.39,2.75,1.47,2.65,1.45,2.6,1.4,2.5,1.543,2.74,2005-560,US Open,Hard,128.0,G,20050829.0,103.0,104269.0,,,Fernando Verdasco,L,188.0,ESP,21.7,104925.0,,,Novak Djokovic,R,188.0,SRB,18.2,6-1 4-6 6-7(2) 6-4 6-4,5.0,R32,184.0,13.0,13.0,148.0,90.0,69.0,29.0,24.0,7.0,11.0,5.0,3.0,154.0,106.0,66.0,26.0,25.0,6.0,14.0,48.0,770.0,97.0,431.0
2361,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Nieminen J.,Mirnyi M.,57,32.0,667.0,1055.0,6.0,3.0,7,6,3,6,6.0,3.0,,,3.0,1.0,Completed,2.25,1.57,2.4,1.57,2.35,1.55,2.2,1.5,2.49,1.629,2005-560,US Open,Hard,128.0,G,20050829.0,104.0,103813.0,,,Jarkko Nieminen,L,185.0,FIN,24.1,103018.0,30.0,,Max Mirnyi,R,196.0,BLR,28.1,6-3 7-6(5) 3-6 6-3,5.0,R32,146.0,3.0,1.0,115.0,87.0,65.0,19.0,19.0,4.0,5.0,22.0,8.0,132.0,84.0,60.0,27.0,20.0,9.0,12.0,57.0,667.0,32.0,1055.0
2362,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Clement A.,38,91.0,900.0,449.0,6.0,4.0,6,7,6,4,6.0,1.0,,,3.0,1.0,Completed,1.44,2.62,1.42,2.85,1.4,2.85,1.45,2.35,1.467,2.94,2005-560,US Open,Hard,128.0,G,20050829.0,98.0,103017.0,,,Nicolas Kiefer,R,183.0,GER,28.1,103096.0,,Q,Arnaud Clement,R,173.0,FRA,27.6,6-4 6-7(5) 6-4 6-1,5.0,R32,187.0,19.0,6.0,123.0,71.0,56.0,26.0,20.0,4.0,7.0,5.0,8.0,123.0,69.0,46.0,23.0,19.0,5.0,12.0,38.0,900.0,91.0,449.0
2363,51,US Open,US Open,20050409,Grand Slam,Outdoor,Hard,3rd Round,5,Sanguinetti D.,Srichaphan P.,59,51.0,639.0,715.0,6.0,3.0,4,6,6,7,7.0,6.0,7.0,6.0,3.0,2.0,Completed,3.0,1.36,2.85,1.42,2.75,1.4,2.7,1.35,3.0,1.455,2005-560,US Open,Hard,128.0,G,20050829.0,100.0,102106.0,,,Davide Sanguinetti,R,188.0,ITA,33.0,103387.0,,,Paradorn Srichaphan,R,185.0,THA,26.2,6-3 4-6 6-7(2) 7-6(6) 7-6(5),5.0,R32,263.0,9.0,2.0,191.0,128.0,91.0,30.0,27.0,11.0,17.0,11.0,8.0,184.0,104.0,73.0,39.0,28.0,7.0,14.0,59.0,639.0,51.0,715.0
2364,51,US Open,US Open,20050509,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Rochus O.,1,29.0,6975.0,1100.0,6.0,3.0,7,6,6,2,,,,,3.0,0.0,Completed,1.01,12.0,1.01,16.0,1.02,25.0,1.03,7.0,1.016,49.4,2005-560,US Open,Hard,128.0,G,20050829.0,97.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,24.0,103694.0,27.0,,Olivier Rochus,R,168.0,BEL,24.6,6-3 7-6(6) 6-2,5.0,R32,114.0,10.0,2.0,95.0,66.0,56.0,13.0,15.0,1.0,2.0,2.0,3.0,97.0,62.0,38.0,19.0,14.0,4.0,8.0,1.0,6975.0,29.0,1100.0
2365,51,US Open,US Open,20050509,Grand Slam,Outdoor,Hard,3rd Round,5,Nalbandian D.,Gonzalez F.,11,23.0,1700.0,1255.0,7.0,5.0,6,3,6,0,,,,,3.0,0.0,Completed,1.66,2.1,1.73,2.1,1.75,2.0,1.65,1.95,1.709,2.31,2005-560,US Open,Hard,128.0,G,20050829.0,99.0,103900.0,11.0,,David Nalbandian,R,180.0,ARG,23.6,103602.0,21.0,,Fernando Gonzalez,R,183.0,CHI,25.0,7-5 6-3 6-0,5.0,R32,114.0,5.0,3.0,90.0,59.0,42.0,18.0,14.0,7.0,9.0,3.0,8.0,86.0,39.0,23.0,20.0,13.0,5.0,12.0,11.0,1700.0,23.0,1255.0
2366,51,US Open,US Open,20050509,Grand Slam,Outdoor,Hard,4th Round,5,Coria G.,Massu N.,8,58.0,1765.0,665.0,6.0,4.0,2,6,6,7,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.19,4.33,1.2,4.55,1.2,4.45,1.25,3.2,1.196,5.6,2005-560,US Open,Hard,128.0,G,20050829.0,117.0,103909.0,8.0,,Guillermo Coria,R,175.0,ARG,23.6,103454.0,,,Nicolas Massu,R,183.0,CHI,25.8,6-4 2-6 6-7(5) 6-2 6-2,5.0,R16,272.0,8.0,20.0,148.0,90.0,62.0,30.0,23.0,3.0,9.0,5.0,9.0,175.0,95.0,59.0,36.0,23.0,18.0,27.0,8.0,1765.0,58.0,665.0
2367,51,US Open,US Open,20050509,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Malisse X.,7,54.0,2190.0,701.0,6.0,3.0,6,4,6,7,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.14,5.0,1.13,6.0,1.13,5.5,1.15,4.0,1.142,7.35,2005-560,US Open,Hard,128.0,G,20050829.0,119.0,101736.0,7.0,,Andre Agassi,R,180.0,USA,35.3,103598.0,,,Xavier Malisse,R,185.0,BEL,25.1,6-3 6-4 6-7(5) 4-6 6-2,5.0,R16,174.0,11.0,5.0,147.0,94.0,71.0,29.0,25.0,4.0,6.0,26.0,4.0,152.0,88.0,63.0,35.0,24.0,7.0,12.0,7.0,2190.0,54.0,701.0
2368,51,US Open,US Open,20050509,Grand Slam,Outdoor,Hard,4th Round,5,Blake J.,Robredo T.,49,20.0,740.0,1350.0,4.0,6.0,7,5,6,2,6.0,3.0,,,3.0,1.0,Completed,1.25,3.75,1.22,4.25,1.25,3.74,1.25,3.2,1.302,4.01,2005-560,US Open,Hard,128.0,G,20050829.0,120.0,103484.0,,WC,James Blake,R,185.0,USA,25.6,103990.0,19.0,,Tommy Robredo,R,180.0,ESP,23.3,4-6 7-5 6-2 6-3,5.0,R16,140.0,5.0,3.0,109.0,64.0,49.0,26.0,19.0,3.0,6.0,3.0,7.0,123.0,76.0,47.0,21.0,20.0,8.0,15.0,49.0,740.0,20.0,1350.0
2369,51,US Open,US Open,20050609,Grand Slam,Outdoor,Hard,4th Round,5,Ginepri R.,Gasquet R.,46,13.0,795.0,1489.0,6.0,3.0,3,6,6,7,6.0,4.0,6.0,0.0,3.0,2.0,Completed,1.44,2.62,1.4,2.95,1.45,2.6,1.6,2.0,1.469,2.93,2005-560,US Open,Hard,128.0,G,20050829.0,118.0,104068.0,,,Robby Ginepri,R,183.0,USA,22.8,104755.0,13.0,,Richard Gasquet,R,185.0,FRA,19.1,6-3 3-6 6-7(8) 6-4 6-0,5.0,R16,177.0,15.0,2.0,141.0,91.0,69.0,29.0,23.0,3.0,5.0,4.0,5.0,161.0,115.0,69.0,29.0,23.0,10.0,16.0,46.0,795.0,13.0,1489.0
2370,51,US Open,US Open,20050609,Grand Slam,Outdoor,Hard,4th Round,5,Nieminen J.,Verdasco F.,57,48.0,667.0,770.0,6.0,2.0,7,6,6,3,,,,,3.0,0.0,Completed,2.5,1.5,2.45,1.55,2.45,1.5,2.2,1.5,2.53,1.613,2005-560,US Open,Hard,128.0,G,20050829.0,116.0,103813.0,,,Jarkko Nieminen,L,185.0,FIN,24.1,104269.0,,,Fernando Verdasco,L,188.0,ESP,21.7,6-2 7-6(6) 6-3,5.0,R16,109.0,1.0,0.0,100.0,66.0,47.0,23.0,15.0,2.0,2.0,8.0,8.0,93.0,67.0,45.0,12.0,14.0,5.0,8.0,57.0,667.0,48.0,770.0
2371,51,US Open,US Open,20050609,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Hrbaty D.,4,17.0,3335.0,1391.0,6.0,1.0,6,4,6,2,,,,,3.0,0.0,Completed,1.14,5.0,1.17,5.0,1.17,4.67,1.2,3.6,1.2,5.5,2005-560,US Open,Hard,128.0,G,20050829.0,115.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,24.5,103103.0,15.0,,Dominik Hrbaty,R,183.0,SVK,27.6,6-1 6-4 6-2,5.0,R16,93.0,12.0,2.0,84.0,48.0,36.0,17.0,13.0,3.0,6.0,2.0,4.0,71.0,38.0,21.0,9.0,12.0,4.0,12.0,4.0,3335.0,17.0,1391.0
2372,51,US Open,US Open,20050609,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Kiefer N.,1,38.0,6975.0,900.0,6.0,4.0,6,7,6,3,6.0,4.0,,,3.0,1.0,Completed,1.02,11.0,1.03,12.0,1.03,20.0,1.05,6.0,1.043,19.5,2005-560,US Open,Hard,128.0,G,20050829.0,113.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,24.0,103017.0,,,Nicolas Kiefer,R,183.0,GER,28.1,6-4 6-7(3) 6-3 6-4,5.0,R16,180.0,7.0,4.0,133.0,81.0,58.0,31.0,21.0,4.0,6.0,12.0,11.0,131.0,71.0,52.0,29.0,20.0,6.0,11.0,1.0,6975.0,38.0,900.0
2373,51,US Open,US Open,20050709,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Sanguinetti D.,11,59.0,1700.0,639.0,4.0,6.0,7,6,6,4,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.1,7.0,1.11,5.84,1.15,4.0,1.129,8.04,2005-560,US Open,Hard,128.0,G,20050829.0,114.0,103900.0,11.0,,David Nalbandian,R,180.0,ARG,23.6,102106.0,,,Davide Sanguinetti,R,188.0,ITA,33.0,4-6 7-6(4) 6-4 6-2,5.0,R16,177.0,8.0,9.0,133.0,79.0,58.0,26.0,20.0,6.0,9.0,6.0,3.0,138.0,81.0,52.0,31.0,20.0,9.0,14.0,11.0,1700.0,59.0,639.0
2374,51,US Open,US Open,20050709,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ginepri R.,Coria G.,46,8.0,795.0,1765.0,4.0,6.0,6,1,7,5,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.5,2.5,1.57,2.4,1.58,2.47,1.65,1.95,1.625,2.5,2005-560,US Open,Hard,128.0,G,20050829.0,123.0,104068.0,,,Robby Ginepri,R,183.0,USA,22.8,103909.0,8.0,,Guillermo Coria,R,175.0,ARG,23.6,4-6 6-1 7-5 3-6 7-5,5.0,QF,181.0,9.0,5.0,146.0,90.0,64.0,27.0,25.0,3.0,9.0,11.0,14.0,147.0,87.0,59.0,31.0,25.0,12.0,20.0,46.0,795.0,8.0,1765.0
2375,51,US Open,US Open,20050809,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Blake J.,7,49.0,2190.0,740.0,3.0,6.0,3,6,6,3,6.0,3.0,7.0,6.0,3.0,2.0,Completed,1.66,2.1,1.77,2.05,1.89,1.96,1.8,1.8,2.26,1.704,2005-560,US Open,Hard,128.0,G,20050829.0,124.0,101736.0,7.0,,Andre Agassi,R,180.0,USA,35.3,103484.0,,WC,James Blake,R,185.0,USA,25.6,3-6 3-6 6-3 6-3 7-6(6),5.0,QF,170.0,11.0,3.0,163.0,105.0,67.0,31.0,24.0,10.0,17.0,19.0,5.0,155.0,91.0,60.0,31.0,24.0,6.0,13.0,7.0,2190.0,49.0,740.0
2376,51,US Open,US Open,20050809,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Nieminen J.,4,57.0,3335.0,667.0,2.0,6.0,6,1,3,6,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.08,7.5,1.06,9.0,1.1,7.69,1.1,5.0,1.12,8.55,2005-560,US Open,Hard,128.0,G,20050829.0,122.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,24.5,103813.0,,,Jarkko Nieminen,L,185.0,FIN,24.1,2-6 6-1 3-6 6-3 6-1,5.0,QF,144.0,6.0,5.0,109.0,65.0,53.0,23.0,20.0,4.0,7.0,8.0,1.0,135.0,87.0,55.0,25.0,20.0,11.0,17.0,4.0,3335.0,57.0,667.0
2377,51,US Open,US Open,20050909,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Nalbandian D.,1,11.0,6975.0,1700.0,6.0,2.0,6,4,6,1,,,,,3.0,0.0,Completed,1.07,8.0,1.08,8.0,1.11,7.4,1.1,5.0,1.131,7.9,2005-560,US Open,Hard,128.0,G,20050829.0,121.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,24.0,103900.0,11.0,,David Nalbandian,R,180.0,ARG,23.6,6-2 6-4 6-1,5.0,QF,99.0,11.0,0.0,74.0,40.0,32.0,18.0,13.0,3.0,5.0,0.0,6.0,75.0,42.0,23.0,11.0,12.0,4.0,11.0,1.0,6975.0,11.0,1700.0
2378,51,US Open,US Open,20051009,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Ginepri R.,7,46.0,2190.0,795.0,6.0,4.0,5,7,6,3,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.36,3.2,1.37,3.1,1.41,3.0,1.45,2.35,1.405,3.27,2005-560,US Open,Hard,128.0,G,20050829.0,126.0,101736.0,7.0,,Andre Agassi,R,180.0,USA,35.3,104068.0,,,Robby Ginepri,R,183.0,USA,22.8,6-4 5-7 6-3 4-6 6-3,5.0,SF,164.0,17.0,3.0,152.0,88.0,67.0,34.0,25.0,12.0,16.0,17.0,3.0,158.0,99.0,66.0,34.0,25.0,7.0,13.0,7.0,2190.0,46.0,795.0
2379,51,US Open,US Open,20051009,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Hewitt L.,1,4.0,6975.0,3335.0,6.0,3.0,7,6,4,6,6.0,3.0,,,3.0,1.0,Completed,1.08,7.5,1.1,7.0,1.11,7.4,1.1,5.0,1.116,8.86,2005-560,US Open,Hard,128.0,G,20050829.0,125.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,24.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,24.5,6-3 7-6(0) 4-6 6-3,5.0,SF,178.0,8.0,2.0,150.0,91.0,62.0,34.0,21.0,10.0,13.0,6.0,8.0,140.0,69.0,53.0,28.0,19.0,11.0,15.0,1.0,6975.0,4.0,3335.0
2380,51,US Open,US Open,20051109,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Agassi A.,1,7.0,6975.0,2190.0,6.0,3.0,2,6,7,6,6.0,1.0,,,3.0,1.0,Completed,1.12,6.0,1.11,6.5,1.13,6.41,1.1,5.0,1.152,6.96,2005-560,US Open,Hard,128.0,G,20050829.0,127.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,24.0,101736.0,7.0,,Andre Agassi,R,180.0,USA,35.3,6-3 2-6 7-6(1) 6-1,5.0,F,139.0,19.0,0.0,107.0,81.0,60.0,15.0,19.0,3.0,6.0,6.0,4.0,131.0,78.0,45.0,29.0,17.0,14.0,18.0,1.0,6975.0,7.0,2190.0
2381,52,Beijing,China Open,20051209,International,Outdoor,Hard,1st Round,3,Koubek S.,Heuberger I.,106,191.0,408.0,217.0,6.0,3.0,7,6,,,,,,,2.0,0.0,Completed,1.36,2.87,1.37,3.0,1.45,2.6,,,1.435,3.1,2005-747,Beijing,Hard,32.0,A,20050912.0,10.0,102905.0,,,Stefan Koubek,L,175.0,AUT,28.6,102730.0,,,Ivo Heuberger,R,188.0,SUI,29.5,6-3 7-6(6),3.0,R32,100.0,3.0,2.0,73.0,49.0,34.0,13.0,11.0,1.0,3.0,4.0,2.0,80.0,41.0,29.0,18.0,10.0,4.0,7.0,106.0,408.0,191.0,217.0
2382,52,Beijing,China Open,20051209,International,Outdoor,Hard,1st Round,3,Tursunov D.,Burgsmuller L.,135,90.0,302.0,453.0,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.36,2.87,1.37,3.0,1.35,3.1,,,1.439,3.08,2005-747,Beijing,Hard,32.0,A,20050912.0,7.0,104098.0,,,Dmitry Tursunov,R,185.0,RUS,22.7,102694.0,,,Lars Burgsmuller,R,183.0,GER,29.7,6-3 6-4,3.0,R32,79.0,7.0,7.0,59.0,27.0,23.0,15.0,10.0,1.0,3.0,3.0,3.0,61.0,27.0,20.0,13.0,9.0,3.0,7.0,135.0,302.0,90.0,453.0
