,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1193,28,Casablanca,Grand Prix Hassan II,20040517,International,Outdoor,Clay,1st Round,3,Browne F.,Krajan Z.,181.0,422.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,1.75,2.0,1.75,2.0,1.55,2.0,1.746,2.14,2004-360,Casablanca,Clay,32.0,A,20040517.0,7.0,102768.0,,,Federico Browne,R,180.0,ARG,28.1,103318.0,,Q,Zeljko Krajan,R,178.0,CRO,25.2,6-3 7-5,3.0,R32,,,,,,,,,,,,,,,,,,,,181.0,212.0,422.0,64.0
1194,28,Casablanca,Grand Prix Hassan II,20040517,International,Outdoor,Clay,1st Round,3,Dupuis A.,di Pasquale A.,82.0,432.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,3.0,1.36,2.92,1.37,2.7,1.3,3.27,1.382,2004-360,Casablanca,Clay,32.0,A,20040517.0,12.0,102179.0,3.0,,Antony Dupuis,R,185.0,FRA,31.2,103324.0,,Q,Arnaud Di Pasquale,R,185.0,FRA,25.2,7-6(7) 6-4,3.0,R32,123.0,3.0,3.0,90.0,44.0,32.0,22.0,11.0,7.0,9.0,1.0,1.0,80.0,55.0,37.0,12.0,11.0,3.0,6.0,82.0,485.0,432.0,62.0
1195,28,Casablanca,Grand Prix Hassan II,20040517,International,Outdoor,Clay,1st Round,3,Mahut N.,Rehnquist B.,111.0,196.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,1.6,2.25,1.65,2.15,1.5,2.1,1.429,3.03,2004-360,Casablanca,Clay,32.0,A,20040517.0,16.0,103917.0,,,Nicolas Mahut,R,190.0,FRA,22.3,103104.0,,LL,Bjorn Rehnquist,R,175.0,SWE,26.3,6-1 6-2,3.0,R32,,,,,,,,,,,,,,,,,,,,111.0,369.0,196.0,195.0
1196,28,Casablanca,Grand Prix Hassan II,20040518,International,Outdoor,Clay,1st Round,3,Benneteau J.,Ramirez-Hidalgo R.,109.0,80.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.25,1.6,2.15,1.65,2.3,1.4,2.43,1.613,2004-360,Casablanca,Clay,32.0,A,20040517.0,5.0,103898.0,,,Julien Benneteau,R,185.0,FRA,22.4,103105.0,4.0,,Ruben Ramirez Hidalgo,R,183.0,ESP,26.3,6-4 6-2,3.0,R32,100.0,1.0,5.0,73.0,43.0,29.0,16.0,9.0,6.0,7.0,2.0,6.0,68.0,33.0,20.0,16.0,9.0,4.0,8.0,109.0,373.0,80.0,495.0
1197,28,Casablanca,Grand Prix Hassan II,20040518,International,Outdoor,Clay,2nd Round,3,Hernandez O.,Guzman J.P.,90.0,136.0,6.0,4.0,1.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.2,1.7,2.1,1.6,1.9,1.676,2.28,2004-360,Casablanca,Clay,32.0,A,20040517.0,18.0,103169.0,8.0,,Oscar Hernandez,R,180.0,ESP,26.1,103700.0,,,Juan Pablo Guzman,L,178.0,ARG,23.2,6-4 1-6 7-6(3),3.0,R16,138.0,3.0,0.0,86.0,56.0,37.0,14.0,14.0,8.0,13.0,3.0,7.0,100.0,60.0,39.0,20.0,15.0,7.0,11.0,90.0,453.0,136.0,288.0
1198,28,Casablanca,Grand Prix Hassan II,20040518,International,Outdoor,Clay,2nd Round,3,Dupuis A.,Portas A.,82.0,107.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.5,1.5,2.35,1.55,2.2,1.45,2.66,1.538,2004-360,Casablanca,Clay,32.0,A,20040517.0,22.0,102179.0,3.0,,Antony Dupuis,R,185.0,FRA,31.2,102287.0,,,Albert Portas,R,188.0,ESP,30.5,7-6(4) 7-6(2),3.0,R16,109.0,13.0,1.0,77.0,44.0,37.0,20.0,12.0,2.0,3.0,5.0,7.0,77.0,44.0,37.0,15.0,12.0,2.0,3.0,82.0,485.0,107.0,382.0
1199,28,Casablanca,Grand Prix Hassan II,20040518,International,Outdoor,Clay,2nd Round,3,Hrbaty D.,Calatrava A.,32.0,150.0,5.0,7.0,6.0,4.0,6,4.0,,,,,2.0,1.0,Completed,1.286,3.5,1.33,3.2,1.28,3.46,1.2,3.3,1.303,3.8,2004-360,Casablanca,Clay,32.0,A,20040517.0,17.0,103103.0,1.0,,Dominik Hrbaty,R,183.0,SVK,26.3,102231.0,,,Alex Calatrava,R,190.0,ESP,30.9,5-7 6-4 6-4,3.0,R16,147.0,6.0,3.0,97.0,55.0,40.0,19.0,16.0,7.0,11.0,9.0,2.0,102.0,50.0,33.0,28.0,16.0,7.0,12.0,32.0,1022.0,150.0,270.0
1200,28,Casablanca,Grand Prix Hassan II,20040518,International,Outdoor,Clay,2nd Round,3,Rochus C.,Saulnier C.,133.0,79.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,1.909,1.8,1.95,1.87,1.87,1.85,1.65,1.833,2.0,2004-360,Casablanca,Clay,32.0,A,20040517.0,21.0,103294.0,,,Christophe Rochus,R,170.0,BEL,25.4,102642.0,5.0,,Cyril Saulnier,R,190.0,FRA,28.7,6-0 6-3,3.0,R16,57.0,1.0,1.0,42.0,27.0,17.0,11.0,7.0,1.0,2.0,2.0,5.0,53.0,22.0,11.0,11.0,8.0,3.0,9.0,133.0,295.0,79.0,496.0
1201,28,Casablanca,Grand Prix Hassan II,20040519,International,Outdoor,Clay,2nd Round,3,Ascione T.,Browne F.,91.0,181.0,6.0,2.0,3.0,1.0,,,,,,,1.0,0.0,Retired,1.4,2.75,1.4,2.85,1.45,2.6,1.35,2.5,1.408,3.1,2004-360,Casablanca,Clay,32.0,A,20040517.0,20.0,103693.0,7.0,,Thierry Ascione,R,188.0,FRA,23.3,102768.0,,,Federico Browne,R,180.0,ARG,28.1,6-2 3-1 RET,3.0,R16,45.0,1.0,2.0,39.0,23.0,18.0,9.0,6.0,2.0,2.0,1.0,4.0,33.0,17.0,10.0,7.0,6.0,1.0,4.0,91.0,442.0,181.0,212.0
1202,28,Casablanca,Grand Prix Hassan II,20040519,International,Outdoor,Clay,2nd Round,3,Heuberger I.,Vagnozzi S.,141.0,407.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.55,2.35,1.4,2.3,1.556,2.6,2004-360,Casablanca,Clay,32.0,A,20040517.0,23.0,102730.0,,,Ivo Heuberger,R,188.0,SUI,28.2,104195.0,,Q,Simone Vagnozzi,R,173.0,ITA,20.9,6-3 6-4,3.0,R16,103.0,7.0,3.0,75.0,34.0,25.0,20.0,10.0,7.0,9.0,1.0,5.0,66.0,42.0,22.0,12.0,9.0,4.0,8.0,141.0,277.0,407.0,66.0
1203,28,Casablanca,Grand Prix Hassan II,20040519,International,Outdoor,Clay,2nd Round,3,Benneteau J.,Boutter J.,109.0,574.0,2.0,6.0,6.0,3.0,6,4.0,,,,,2.0,1.0,Completed,1.444,2.625,,,,,1.5,2.1,1.444,2.95,2004-360,Casablanca,Clay,32.0,A,20040517.0,19.0,103898.0,,,Julien Benneteau,R,185.0,FRA,22.4,102369.0,,,Julien Boutter,R,190.0,FRA,30.1,2-6 6-3 6-4,3.0,R16,117.0,4.0,3.0,83.0,52.0,29.0,17.0,14.0,4.0,9.0,11.0,7.0,95.0,46.0,29.0,21.0,13.0,7.0,12.0,109.0,373.0,574.0,31.0
1204,28,Casablanca,Grand Prix Hassan II,20040519,International,Outdoor,Clay,2nd Round,3,Ventura S.,Mahut N.,316.0,111.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.25,1.6,2.0,1.75,2.1,1.5,2.11,1.763,2004-360,Casablanca,Clay,32.0,A,20040517.0,24.0,103490.0,,Q,Santiago Ventura,R,183.0,ESP,24.3,103917.0,,,Nicolas Mahut,R,190.0,FRA,22.3,7-6(5) 6-4,3.0,R16,94.0,4.0,3.0,72.0,40.0,27.0,19.0,11.0,2.0,4.0,0.0,6.0,73.0,42.0,29.0,15.0,11.0,2.0,5.0,316.0,104.0,111.0,369.0
1205,28,Casablanca,Grand Prix Hassan II,20040520,International,Outdoor,Clay,Quarterfinals,3,Rochus C.,Dupuis A.,133.0,82.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.6,2.3,1.5,2.45,1.55,2.0,1.588,2.5,2004-360,Casablanca,Clay,32.0,A,20040517.0,27.0,103294.0,,,Christophe Rochus,R,170.0,BEL,25.4,102179.0,3.0,,Antony Dupuis,R,185.0,FRA,31.2,6-3 6-1,3.0,QF,58.0,3.0,1.0,46.0,28.0,23.0,11.0,8.0,2.0,2.0,2.0,0.0,51.0,26.0,15.0,13.0,8.0,6.0,10.0,133.0,295.0,82.0,485.0
1206,28,Casablanca,Grand Prix Hassan II,20040520,International,Outdoor,Clay,Quarterfinals,3,Ventura S.,Heuberger I.,316.0,141.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.8,2.0,1.75,1.87,1.87,1.75,1.75,,,2004-360,Casablanca,Clay,32.0,A,20040517.0,28.0,103490.0,,Q,Santiago Ventura,R,183.0,ESP,24.3,102730.0,,,Ivo Heuberger,R,188.0,SUI,28.2,6-2 6-4,3.0,QF,86.0,2.0,3.0,62.0,25.0,17.0,23.0,9.0,4.0,5.0,4.0,3.0,58.0,20.0,17.0,12.0,9.0,4.0,8.0,316.0,104.0,141.0,277.0
1207,28,Casablanca,Grand Prix Hassan II,20040520,International,Outdoor,Clay,Quarterfinals,3,Benneteau J.,Ascione T.,109.0,91.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.4,1.55,2.45,1.5,2.2,1.45,2.43,1.613,2004-360,Casablanca,Clay,32.0,A,20040517.0,26.0,103898.0,,,Julien Benneteau,R,185.0,FRA,22.4,103693.0,7.0,,Thierry Ascione,R,188.0,FRA,23.3,6-3 6-4,3.0,QF,75.0,2.0,0.0,59.0,39.0,28.0,13.0,9.0,5.0,5.0,2.0,6.0,65.0,38.0,27.0,12.0,10.0,4.0,7.0,109.0,373.0,91.0,442.0
1208,28,Casablanca,Grand Prix Hassan II,20040520,International,Outdoor,Clay,Quarterfinals,3,Hrbaty D.,Hernandez O.,32.0,90.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.5,2.5,1.4,2.85,1.5,2.1,1.435,3.0,2004-360,Casablanca,Clay,32.0,A,20040517.0,25.0,103103.0,1.0,,Dominik Hrbaty,R,183.0,SVK,26.3,103169.0,8.0,,Oscar Hernandez,R,180.0,ESP,26.1,6-3 6-0,3.0,QF,56.0,0.0,2.0,53.0,29.0,25.0,12.0,8.0,3.0,3.0,0.0,1.0,41.0,19.0,10.0,8.0,7.0,2.0,6.0,32.0,1022.0,90.0,453.0
1209,28,Casablanca,Grand Prix Hassan II,20040521,International,Outdoor,Clay,Semifinals,3,Ventura S.,Rochus C.,316.0,133.0,6.0,1.0,1.0,6.0,6,2.0,,,,,2.0,1.0,Completed,2.75,1.4,2.85,1.4,2.92,1.37,2.5,1.35,3.1,1.417,2004-360,Casablanca,Clay,32.0,A,20040517.0,30.0,103490.0,,Q,Santiago Ventura,R,183.0,ESP,24.3,103294.0,,,Christophe Rochus,R,170.0,BEL,25.4,6-1 1-6 6-2,3.0,SF,96.0,2.0,2.0,77.0,41.0,27.0,18.0,11.0,6.0,9.0,1.0,2.0,69.0,35.0,20.0,16.0,11.0,2.0,7.0,316.0,104.0,133.0,295.0
1210,28,Casablanca,Grand Prix Hassan II,20040521,International,Outdoor,Clay,Semifinals,3,Hrbaty D.,Benneteau J.,32.0,109.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.36,3.0,1.4,2.85,1.35,2.5,1.37,3.3,2004-360,Casablanca,Clay,32.0,A,20040517.0,29.0,103103.0,1.0,,Dominik Hrbaty,R,183.0,SVK,26.3,103898.0,,,Julien Benneteau,R,185.0,FRA,22.4,6-2 6-2,3.0,SF,61.0,7.0,2.0,54.0,34.0,27.0,9.0,8.0,4.0,4.0,2.0,7.0,64.0,36.0,21.0,10.0,8.0,7.0,11.0,32.0,1022.0,109.0,373.0
1211,28,Casablanca,Grand Prix Hassan II,20040522,International,Outdoor,Clay,The Final,3,Ventura S.,Hrbaty D.,316.0,32.0,6.0,3.0,1.0,6.0,6,4.0,,,,,2.0,1.0,Completed,4.0,1.22,4.0,1.25,4.25,1.2,3.2,1.25,4.5,1.241,2004-360,Casablanca,Clay,32.0,A,20040517.0,31.0,103490.0,,Q,Santiago Ventura,R,183.0,ESP,24.3,103103.0,1.0,,Dominik Hrbaty,R,183.0,SVK,26.3,6-3 1-6 6-4,3.0,F,116.0,6.0,7.0,83.0,37.0,28.0,24.0,13.0,6.0,8.0,4.0,3.0,93.0,67.0,47.0,11.0,13.0,9.0,11.0,316.0,104.0,32.0,1022.0
1212,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Hanescu V.,Popp A.,70.0,81.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.5,,,1.25,3.9,1.3,2.7,,,2004-306,St. Poelten,Clay,32.0,A,20040517.0,2.0,103812.0,,,Victor Hanescu,R,198.0,ROU,22.8,102880.0,,,Alexander Popp,R,201.0,GER,27.5,6-4 6-2,3.0,R32,73.0,2.0,2.0,64.0,44.0,34.0,9.0,9.0,7.0,7.0,2.0,8.0,61.0,36.0,27.0,8.0,9.0,5.0,8.0,70.0,545.0,81.0,485.0
1213,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Volandri F.,Berdych T.,61.0,78.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,2.75,,,1.35,3.1,1.4,2.3,,,2004-306,St. Poelten,Clay,32.0,A,20040517.0,4.0,103835.0,8.0,,Filippo Volandri,R,183.0,ITA,22.6,104607.0,,,Tomas Berdych,R,196.0,CZE,18.6,6-3 6-1,3.0,R32,72.0,0.0,4.0,57.0,40.0,27.0,6.0,8.0,1.0,3.0,2.0,5.0,63.0,36.0,18.0,9.0,8.0,12.0,18.0,61.0,614.0,78.0,499.0
1214,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Koellerer D.,Sanguinetti D.,174.0,113.0,2.0,6.0,6.0,2.0,6,4.0,,,,,2.0,1.0,Completed,,,,,2.45,1.5,2.5,1.35,,,2004-306,St. Poelten,Clay,32.0,A,20040517.0,14.0,104230.0,,WC,Daniel Koellerer,R,180.0,AUT,20.7,102106.0,,,Davide Sanguinetti,R,188.0,ITA,31.7,2-6 6-2 6-4,3.0,R32,120.0,1.0,2.0,91.0,59.0,37.0,18.0,13.0,5.0,8.0,2.0,2.0,88.0,45.0,27.0,22.0,13.0,5.0,9.0,174.0,219.0,113.0,358.0
1215,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Koubek S.,Soderling R.,100.0,46.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,2.25,1.6,2.15,1.65,1.9,1.6,2.24,1.694,2004-306,St. Poelten,Clay,32.0,A,20040517.0,7.0,102905.0,,,Stefan Koubek,L,175.0,AUT,27.3,104417.0,,Q,Robin Soderling,R,193.0,SWE,19.7,7-5 7-6(3),3.0,R32,100.0,1.0,5.0,85.0,49.0,29.0,18.0,12.0,5.0,9.0,1.0,6.0,86.0,52.0,31.0,13.0,12.0,3.0,8.0,100.0,397.0,46.0,773.0
1216,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Armando H.,Behrend T.,299.0,118.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.375,1.533,2.05,1.72,2.15,1.65,2.0,1.55,2.42,1.617,2004-306,St. Poelten,Clay,32.0,A,20040517.0,16.0,103204.0,,LL,Hugo Armando,R,183.0,USA,25.9,102494.0,,,Tomas Behrend,R,193.0,GER,29.4,6-4 6-3,3.0,R32,58.0,3.0,4.0,52.0,31.0,25.0,11.0,10.0,0.0,2.0,0.0,2.0,49.0,32.0,21.0,5.0,9.0,3.0,7.0,299.0,111.0,118.0,338.0
1217,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Ancic M.,Blanco G.,69.0,93.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.45,2.65,1.37,2.92,1.3,2.7,1.417,3.05,2004-306,St. Poelten,Clay,32.0,A,20040517.0,6.0,104339.0,,,Mario Ancic,R,196.0,CRO,20.1,102869.0,,,Galo Blanco,R,173.0,ESP,27.6,6-2 6-4,3.0,R32,64.0,7.0,3.0,43.0,23.0,20.0,12.0,9.0,0.0,1.0,0.0,2.0,53.0,35.0,22.0,6.0,9.0,7.0,11.0,69.0,551.0,93.0,409.0
1218,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Davydenko N.,Tursunov D.,50.0,68.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.25,3.5,1.28,3.5,1.32,3.22,1.25,3.0,1.263,4.2,2004-306,St. Poelten,Clay,32.0,A,20040517.0,5.0,103786.0,3.0,,Nikolay Davydenko,R,178.0,RUS,22.9,104098.0,,,Dmitry Tursunov,R,185.0,RUS,21.4,6-2 6-0,3.0,R32,48.0,4.0,2.0,41.0,33.0,25.0,5.0,7.0,2.0,2.0,0.0,0.0,39.0,19.0,7.0,7.0,7.0,2.0,7.0,50.0,755.0,68.0,560.0
1219,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Malisse X.,Beck K.,65.0,85.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,,,1.42,2.75,1.36,2.97,1.3,2.7,1.426,3.05,2004-306,St. Poelten,Clay,32.0,A,20040517.0,15.0,103598.0,,Q,Xavier Malisse,R,185.0,BEL,23.8,103971.0,,,Karol Beck,R,180.0,SVK,22.1,7-5 6-0,3.0,R32,64.0,4.0,2.0,52.0,21.0,17.0,17.0,9.0,3.0,5.0,5.0,9.0,53.0,23.0,13.0,10.0,9.0,4.0,10.0,65.0,585.0,85.0,474.0
1220,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Karlovic I.,Stoppini A.,58.0,402.0,6.0,7.0,6.0,4.0,6,3.0,,,,,2.0,1.0,Completed,,,1.3,3.35,1.35,3.1,1.3,2.7,1.313,3.7,2004-306,St. Poelten,Clay,32.0,A,20040517.0,13.0,103333.0,7.0,,Ivo Karlovic,R,208.0,CRO,25.2,103521.0,,Q,Andrea Stoppini,R,190.0,ITA,24.2,6-7(3) 6-4 6-3,3.0,R32,132.0,15.0,3.0,93.0,60.0,48.0,22.0,16.0,2.0,2.0,2.0,3.0,106.0,55.0,41.0,27.0,15.0,10.0,12.0,58.0,628.0,402.0,67.0
1221,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Rochus O.,Levy H.,73.0,120.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,3.5,1.25,3.75,1.25,3.75,1.15,3.8,1.227,4.7,2004-306,St. Poelten,Clay,32.0,A,20040517.0,11.0,103694.0,,,Olivier Rochus,R,168.0,BEL,23.3,103248.0,,,Harel Levy,R,185.0,ISR,25.7,6-1 6-1,3.0,R32,50.0,1.0,0.0,41.0,25.0,17.0,13.0,7.0,2.0,2.0,1.0,2.0,40.0,24.0,11.0,5.0,7.0,2.0,7.0,73.0,529.0,120.0,322.0
1222,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Zimonjic N.,Agassi A.,339.0,6.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,8.5,1.05,7.19,1.07,5.5,1.03,12.0,1.067,2004-306,St. Poelten,Clay,32.0,A,20040517.0,1.0,102800.0,,Q,Nenad Zimonjic,R,190.0,SRB,27.9,101736.0,1.0,,Andre Agassi,R,180.0,USA,34.0,6-2 7-6(6),3.0,R32,87.0,6.0,9.0,79.0,45.0,31.0,17.0,10.0,2.0,4.0,6.0,1.0,75.0,42.0,27.0,14.0,10.0,2.0,6.0,339.0,93.0,6.0,2390.0
1223,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Sanchez D.,Gambill J.M.,54.0,84.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.0,,,1.2,4.25,1.2,3.3,,,2004-306,St. Poelten,Clay,32.0,A,20040517.0,8.0,103176.0,6.0,,David Sanchez,R,183.0,ESP,26.0,102998.0,,,Jan Michael Gambill,R,190.0,USA,26.9,6-3 6-4,3.0,R32,87.0,2.0,0.0,67.0,42.0,30.0,9.0,9.0,4.0,6.0,5.0,1.0,57.0,27.0,21.0,9.0,10.0,3.0,8.0,54.0,691.0,84.0,475.0
1224,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Andreev I.,Johansson J.,77.0,48.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.833,1.833,,,1.87,1.87,1.65,1.85,,,2004-306,St. Poelten,Clay,32.0,A,20040517.0,9.0,104214.0,,,Igor Andreev,R,185.0,RUS,20.8,104026.0,5.0,,Joachim Johansson,R,198.0,SWE,21.8,6-2 7-6(2),3.0,R32,83.0,5.0,2.0,56.0,42.0,33.0,8.0,10.0,0.0,1.0,3.0,7.0,93.0,52.0,31.0,19.0,10.0,11.0,14.0,77.0,502.0,48.0,769.0
1225,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040517,International,Outdoor,Clay,1st Round,3,Sluiter R.,Zib T.,83.0,132.0,6.0,4.0,2.0,6.0,6,3.0,,,,,2.0,1.0,Completed,1.444,2.625,,,1.55,2.35,1.35,2.5,,,2004-306,St. Poelten,Clay,32.0,A,20040517.0,3.0,103171.0,,,Raemon Sluiter,R,185.0,NED,26.0,102720.0,,,Tomas Zib,R,178.0,CZE,28.2,6-4 2-6 6-3,3.0,R32,106.0,15.0,4.0,96.0,56.0,41.0,17.0,14.0,7.0,10.0,4.0,1.0,77.0,44.0,32.0,16.0,13.0,2.0,5.0,83.0,480.0,132.0,299.0
1226,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040518,International,Outdoor,Clay,1st Round,3,Melzer J.,Rusedski G.,55.0,105.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.18,4.5,1.23,3.89,1.15,3.8,1.22,4.85,2004-306,St. Poelten,Clay,32.0,A,20040517.0,10.0,103781.0,,,Jurgen Melzer,L,183.0,AUT,22.9,102257.0,,,Greg Rusedski,L,193.0,GBR,30.6,6-2 7-6(1),3.0,R32,89.0,4.0,2.0,61.0,38.0,31.0,15.0,10.0,1.0,1.0,7.0,4.0,77.0,37.0,26.0,19.0,10.0,5.0,7.0,55.0,682.0,105.0,384.0
1227,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040518,International,Outdoor,Clay,1st Round,3,Knowle J.,Labadze I.,219.0,47.0,7.0,5.0,4.0,6.0,6,2.0,,,,,2.0,1.0,Completed,,,2.15,1.67,2.1,1.7,2.5,1.35,1.8,2.0,2004-306,St. Poelten,Clay,32.0,A,20040517.0,12.0,102382.0,,WC,Julian Knowle,L,188.0,AUT,30.0,103789.0,4.0,,Irakli Labadze,L,188.0,GEO,22.9,7-5 4-6 6-2,3.0,R32,118.0,8.0,6.0,84.0,57.0,43.0,14.0,15.0,4.0,6.0,2.0,6.0,96.0,59.0,41.0,15.0,15.0,9.0,13.0,219.0,175.0,47.0,772.0
1228,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040518,International,Outdoor,Clay,2nd Round,3,Malisse X.,Armando H.,65.0,299.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.36,3.0,1.3,3.35,1.25,3.0,1.357,3.4,2004-306,St. Poelten,Clay,32.0,A,20040517.0,24.0,103598.0,,Q,Xavier Malisse,R,185.0,BEL,23.8,103204.0,,LL,Hugo Armando,R,183.0,USA,25.9,6-2 6-2,3.0,R16,58.0,6.0,0.0,37.0,26.0,24.0,8.0,8.0,0.0,0.0,2.0,1.0,56.0,35.0,15.0,11.0,8.0,5.0,9.0,65.0,585.0,299.0,111.0
1229,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040518,International,Outdoor,Clay,2nd Round,3,Volandri F.,Sluiter R.,61.0,83.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.28,3.5,1.25,3.75,1.25,3.0,1.256,4.3,2004-306,St. Poelten,Clay,32.0,A,20040517.0,18.0,103835.0,8.0,,Filippo Volandri,R,183.0,ITA,22.6,103171.0,,,Raemon Sluiter,R,185.0,NED,26.0,6-4 6-2,3.0,R16,65.0,1.0,2.0,49.0,43.0,30.0,2.0,9.0,0.0,2.0,1.0,3.0,63.0,38.0,23.0,9.0,9.0,4.0,9.0,61.0,614.0,83.0,480.0
1230,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040518,International,Outdoor,Clay,2nd Round,3,Davydenko N.,Ancic M.,50.0,69.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.65,1.4,2.85,1.35,2.5,1.476,2.85,2004-306,St. Poelten,Clay,32.0,A,20040517.0,19.0,103786.0,3.0,,Nikolay Davydenko,R,178.0,RUS,22.9,104339.0,,,Mario Ancic,R,196.0,CRO,20.1,6-4 7-5,3.0,R16,95.0,1.0,3.0,63.0,37.0,28.0,17.0,11.0,3.0,4.0,1.0,1.0,64.0,33.0,23.0,16.0,11.0,0.0,3.0,50.0,755.0,69.0,551.0
1231,29,St. Poelten,Internationaler Raiffeisen Grand Prix,20040519,International,Outdoor,Clay,2nd Round,3,Hanescu V.,Zimonjic N.,70.0,339.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.25,3.7,1.3,3.35,1.25,3.0,1.317,3.65,2004-306,St. Poelten,Clay,32.0,A,20040517.0,17.0,103812.0,,,Victor Hanescu,R,198.0,ROU,22.8,102800.0,,Q,Nenad Zimonjic,R,190.0,SRB,27.9,6-2 6-2,3.0,R16,61.0,5.0,0.0,54.0,41.0,30.0,6.0,8.0,5.0,5.0,2.0,2.0,48.0,31.0,16.0,10.0,8.0,0.0,4.0,70.0,545.0,339.0,93.0
