,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1332,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Mantilla F.,Browne F.,21.0,147.0,6.0,3.0,4.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.111,6.0,1.12,5.65,1.1,4.5,1.125,5.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,75.0,102456.0,20.0,,Felix Mantilla,R,180.0,ESP,28.6,102768.0,,Q,Federico Browne,R,180.0,ARG,27.1,6-3 4-6 6-3 6-1,5.0,R64,138.0,6.0,3.0,105.0,73.0,55.0,13.0,17.0,10.0,13.0,3.0,2.0,109.0,75.0,43.0,14.0,18.0,3.0,11.0,21.0,1255.0,147.0,249.0
1333,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Bjorkman J.,31.0,69.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.167,4.5,1.18,4.5,1.15,3.8,1.167,4.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,66.0,103990.0,28.0,,Tommy Robredo,R,180.0,ESP,21.0,102035.0,,,Jonas Bjorkman,R,183.0,SWE,31.1,7-6(2) 6-3 6-4,5.0,R64,135.0,5.0,5.0,108.0,65.0,53.0,21.0,16.0,7.0,8.0,3.0,0.0,89.0,44.0,35.0,23.0,15.0,2.0,5.0,31.0,1055.0,69.0,600.0
1334,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudio G.,Mutis O.,22.0,83.0,6.0,2.0,1.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.1,6.5,1.07,7.35,1.05,5.0,1.1,6.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,67.0,103292.0,21.0,,Gaston Gaudio,R,175.0,ARG,24.4,103133.0,,,Olivier Mutis,R,175.0,FRA,25.3,6-2 1-6 6-2 6-2,5.0,R64,138.0,3.0,0.0,80.0,49.0,33.0,17.0,15.0,3.0,7.0,7.0,5.0,116.0,51.0,35.0,21.0,16.0,9.0,17.0,22.0,1230.0,83.0,513.0
1335,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Henman T.,Martin T.,28.0,94.0,7.0,6.0,5.0,7.0,6.0,1.0,7.0,5.0,,,3.0,1.0,Completed,1.615,2.2,1.6,2.3,1.55,2.0,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,74.0,102450.0,25.0,,Tim Henman,R,185.0,GBR,28.7,101774.0,,,Todd Martin,R,198.0,USA,32.8,7-6(5) 5-7 6-1 7-5,5.0,R64,207.0,9.0,3.0,153.0,103.0,71.0,23.0,22.0,5.0,10.0,5.0,5.0,151.0,81.0,56.0,29.0,21.0,8.0,15.0,28.0,1130.0,94.0,428.0
1336,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Lapentti N.,Squillari F.,58.0,89.0,4.0,6.0,6.0,1.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,2.2,1.615,2.45,1.52,2.1,1.5,2.2,1.615,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,70.0,102839.0,,,Nicolas Lapentti,R,188.0,ECU,26.7,102644.0,,,Franco Squillari,L,183.0,ARG,27.7,4-6 6-1 6-4 6-3,5.0,R64,184.0,7.0,0.0,110.0,66.0,50.0,22.0,18.0,10.0,13.0,3.0,7.0,128.0,66.0,41.0,29.0,18.0,12.0,19.0,58.0,675.0,89.0,458.0
1337,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Vicente F.,Grosjean S.,63.0,15.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,2.75,1.4,2.9,1.38,2.3,1.4,2.75,1.4,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,76.0,102950.0,,,Fernando Vicente,R,180.0,ESP,26.2,103206.0,14.0,,Sebastien Grosjean,R,175.0,FRA,24.9,7-6(3) 6-3 6-3,5.0,R64,132.0,9.0,3.0,92.0,45.0,38.0,29.0,15.0,3.0,4.0,3.0,0.0,91.0,49.0,35.0,20.0,15.0,0.0,4.0,63.0,651.0,15.0,1575.0
1338,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Schuettler R.,Ferreira W.,11.0,24.0,6.0,3.0,1.0,6.0,7.0,6.0,2.0,3.0,,,2.0,1.0,Retired,1.727,2.0,1.75,2.05,1.75,1.75,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,106.0,102783.0,11.0,,Rainer Schuettler,R,180.0,GER,27.0,101965.0,22.0,,Wayne Ferreira,R,185.0,RSA,31.6,6-3 1-6 7-6(3) 2-3 RET,5.0,R32,173.0,3.0,3.0,130.0,76.0,43.0,34.0,16.0,16.0,21.0,7.0,0.0,112.0,55.0,33.0,35.0,17.0,5.0,9.0,11.0,1810.0,24.0,1185.0
1339,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Zabaleta M.,El Aynaoui Y.,39.0,26.0,6.0,2.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,2.625,1.444,2.5,1.52,2.5,1.35,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,110.0,103151.0,,,Mariano Zabaleta,R,183.0,ARG,25.2,101962.0,23.0,,Younes El Aynaoui,R,193.0,MAR,31.7,6-2 6-4 3-6 7-6(2),5.0,R32,170.0,1.0,2.0,129.0,96.0,69.0,17.0,19.0,5.0,8.0,9.0,7.0,132.0,82.0,57.0,22.0,20.0,8.0,13.0,39.0,878.0,26.0,1175.0
1340,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Coria G.,Savolt A.,7.0,141.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.083,7.0,1.07,8.0,1.05,5.0,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,109.0,103909.0,7.0,,Guillermo Coria,R,175.0,ARG,21.3,102722.0,,Q,Attila Savolt,R,183.0,HUN,27.3,6-4 6-1 6-1,5.0,R32,120.0,1.0,0.0,60.0,37.0,27.0,19.0,12.0,2.0,3.0,5.0,4.0,87.0,33.0,20.0,22.0,12.0,9.0,16.0,7.0,1985.0,141.0,273.0
1341,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Verkerk M.,Spadea V.,46.0,32.0,5.0,7.0,6.0,4.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.571,2.25,1.57,2.35,1.5,2.1,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,105.0,103280.0,,,Martin Verkerk,R,196.0,NED,24.5,102434.0,29.0,,Vincent Spadea,R,183.0,USA,28.8,5-7 6-4 6-2 7-5,5.0,R32,176.0,12.0,11.0,118.0,64.0,52.0,23.0,21.0,7.0,12.0,4.0,4.0,124.0,68.0,42.0,28.0,21.0,9.0,17.0,46.0,793.0,32.0,1030.0
1342,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Agassi A.,Malisse X.,2.0,29.0,6.0,4.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.111,6.0,1.14,5.5,1.1,4.5,1.1,6.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,112.0,101736.0,2.0,,Andre Agassi,R,180.0,USA,33.0,103598.0,26.0,,Xavier Malisse,R,185.0,BEL,22.8,6-4 7-5 7-5,5.0,R32,129.0,3.0,1.0,108.0,76.0,51.0,22.0,17.0,9.0,10.0,13.0,5.0,99.0,46.0,35.0,28.0,17.0,6.0,10.0,2.0,3900.0,29.0,1100.0
1343,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Novak J.,Ljubicic I.,14.0,43.0,6.0,4.0,7.0,5.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.667,2.1,1.82,1.95,1.7,1.8,1.727,2.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,107.0,102562.0,13.0,,Jiri Novak,R,190.0,CZE,28.1,103344.0,,,Ivan Ljubicic,R,193.0,CRO,24.1,6-4 7-5 3-6 6-2,5.0,R32,156.0,9.0,1.0,115.0,79.0,58.0,19.0,19.0,8.0,11.0,21.0,7.0,136.0,72.0,55.0,25.0,20.0,11.0,17.0,14.0,1731.0,43.0,845.0
1344,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Saretta F.,Blanco G.,78.0,139.0,7.0,6.0,6.0,3.0,2.0,2.0,,,,,2.0,0.0,Retired,1.533,2.375,1.55,2.4,1.45,2.2,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,111.0,103581.0,,,Flavio Saretta,R,183.0,BRA,22.9,102869.0,,Q,Galo Blanco,R,173.0,ESP,26.6,7-6(3) 6-2 2-2 RET,5.0,R32,126.0,11.0,4.0,95.0,47.0,31.0,28.0,13.0,6.0,9.0,5.0,4.0,76.0,37.0,24.0,19.0,12.0,1.0,5.0,78.0,546.0,139.0,278.0
1345,31,Roland Garros,French Open,20030530,Grand Slam,Outdoor,Clay,3rd Round,5,Moya C.,Chela J.I.,4.0,35.0,6.0,2.0,6.0,3.0,3.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.2,4.333,1.2,4.2,1.2,3.3,1.167,4.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,108.0,102845.0,4.0,,Carlos Moya,R,190.0,ESP,26.7,103428.0,31.0,,Juan Ignacio Chela,R,190.0,ARG,23.7,6-2 6-3 3-6 2-6 6-3,5.0,R32,186.0,9.0,14.0,148.0,69.0,51.0,32.0,22.0,4.0,11.0,5.0,16.0,131.0,55.0,38.0,34.0,21.0,5.0,13.0,4.0,2985.0,35.0,955.0
1346,31,Roland Garros,French Open,20030531,Grand Slam,Outdoor,Clay,3rd Round,5,Gonzalez F.,Schalken S.,20.0,13.0,7.0,6.0,6.0,3.0,3.0,1.0,,,,,2.0,0.0,Retired,1.571,2.25,1.52,2.5,1.5,2.1,1.444,2.625,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,103.0,103602.0,19.0,,Fernando Gonzalez,R,183.0,CHI,22.8,102854.0,12.0,,Sjeng Schalken,R,193.0,NED,26.7,7-6(4) 6-3 3-1 RET,5.0,R32,97.0,13.0,7.0,77.0,52.0,38.0,11.0,13.0,0.0,3.0,2.0,4.0,74.0,48.0,29.0,12.0,12.0,4.0,9.0,20.0,1276.0,13.0,1755.0
1347,31,Roland Garros,French Open,20030531,Grand Slam,Outdoor,Clay,3rd Round,5,Costa A.,Lapentti N.,9.0,58.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.4,2.75,1.5,2.55,1.45,2.2,1.444,2.625,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,99.0,102610.0,9.0,,Albert Costa,R,180.0,ESP,27.9,102839.0,,,Nicolas Lapentti,R,188.0,ECU,26.7,4-6 4-6 6-3 6-4 6-4,5.0,R32,279.0,2.0,6.0,174.0,108.0,75.0,32.0,25.0,12.0,16.0,9.0,6.0,149.0,84.0,55.0,40.0,24.0,11.0,16.0,9.0,1920.0,58.0,675.0
1348,31,Roland Garros,French Open,20030531,Grand Slam,Outdoor,Clay,3rd Round,5,Clement A.,Coutelot N.,36.0,208.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,2.75,1.42,2.8,1.3,2.7,1.444,2.625,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,100.0,103096.0,32.0,,Arnaud Clement,R,173.0,FRA,25.4,102934.0,,Q,Nicolas Coutelot,R,185.0,FRA,26.2,6-4 6-3 6-2,5.0,R32,126.0,4.0,2.0,75.0,47.0,36.0,18.0,13.0,2.0,3.0,5.0,10.0,107.0,49.0,28.0,27.0,14.0,13.0,19.0,36.0,940.0,208.0,165.0
1349,31,Roland Garros,French Open,20030531,Grand Slam,Outdoor,Clay,3rd Round,5,Nieminen J.,Hanescu V.,34.0,122.0,6.0,7.0,6.0,4.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.4,2.75,1.5,2.55,1.45,2.2,1.444,2.625,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,104.0,103813.0,30.0,,Jarkko Nieminen,L,185.0,FIN,21.8,103812.0,,Q,Victor Hanescu,R,198.0,ROU,21.8,6-7(1) 6-4 6-2 3-6 6-3,5.0,R32,205.0,5.0,4.0,170.0,116.0,71.0,23.0,24.0,8.0,16.0,7.0,5.0,160.0,89.0,57.0,29.0,24.0,9.0,20.0,34.0,960.0,122.0,317.0
1350,31,Roland Garros,French Open,20030531,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Hewitt L.,31.0,1.0,4.0,6.0,1.0,6.0,6.0,3.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,3.25,1.333,3.25,1.33,3.0,1.25,3.0,1.333,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,97.0,103990.0,28.0,,Tommy Robredo,R,180.0,ESP,21.0,103720.0,1.0,,Lleyton Hewitt,R,180.0,AUS,22.2,4-6 1-6 6-3 6-2 6-3,5.0,R32,204.0,4.0,2.0,134.0,94.0,57.0,19.0,21.0,4.0,10.0,3.0,12.0,145.0,69.0,49.0,33.0,22.0,14.0,22.0,31.0,1055.0,1.0,4210.0
1351,31,Roland Garros,French Open,20030531,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrero J.C.,Henman T.,3.0,28.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.1,6.5,1.06,8.5,1.1,4.5,1.071,7.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,101.0,103507.0,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.2,102450.0,25.0,,Tim Henman,R,185.0,GBR,28.7,4-6 6-2 6-4 6-2,5.0,R32,170.0,6.0,0.0,105.0,62.0,42.0,30.0,18.0,2.0,4.0,6.0,6.0,124.0,65.0,44.0,26.0,18.0,12.0,18.0,3.0,3460.0,28.0,1130.0
1352,31,Roland Garros,French Open,20030531,Grand Slam,Outdoor,Clay,3rd Round,5,Mantilla F.,Vicente F.,21.0,63.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.286,3.5,1.28,3.55,1.3,2.7,1.25,3.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,102.0,102456.0,20.0,,Felix Mantilla,R,180.0,ESP,28.6,102950.0,,,Fernando Vicente,R,180.0,ESP,26.2,7-6(3) 6-3 6-3,5.0,R32,132.0,0.0,2.0,99.0,69.0,46.0,18.0,15.0,4.0,7.0,5.0,2.0,97.0,51.0,31.0,21.0,15.0,5.0,11.0,21.0,1255.0,63.0,651.0
1353,31,Roland Garros,French Open,20030106,Grand Slam,Outdoor,Clay,3rd Round,5,Kuerten G.,Gaudio G.,16.0,22.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.727,2.0,1.85,1.95,1.65,1.85,1.727,2.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,98.0,102856.0,15.0,,Gustavo Kuerten,R,190.0,BRA,26.7,103292.0,21.0,,Gaston Gaudio,R,175.0,ARG,24.4,7-6(1) 7-5 5-7 6-3,5.0,R32,216.0,12.0,3.0,159.0,72.0,57.0,42.0,23.0,7.0,11.0,4.0,9.0,138.0,86.0,62.0,20.0,22.0,7.0,12.0,16.0,1540.0,22.0,1230.0
1354,31,Roland Garros,French Open,20030106,Grand Slam,Outdoor,Clay,4th Round,5,Verkerk M.,Schuettler R.,46.0,11.0,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,2.375,1.533,2.2,1.65,1.9,1.6,2.25,1.571,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,117.0,103280.0,,,Martin Verkerk,R,196.0,NED,24.5,102783.0,11.0,,Rainer Schuettler,R,180.0,GER,27.0,6-3 6-3 7-5,5.0,R16,121.0,22.0,4.0,93.0,57.0,47.0,16.0,15.0,8.0,10.0,0.0,3.0,90.0,55.0,38.0,12.0,15.0,9.0,15.0,46.0,793.0,11.0,1810.0
1355,31,Roland Garros,French Open,20030106,Grand Slam,Outdoor,Clay,4th Round,5,Moya C.,Novak J.,4.0,14.0,7.0,5.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,2.75,1.46,2.6,1.45,2.2,1.364,2.875,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,118.0,102845.0,4.0,,Carlos Moya,R,190.0,ESP,26.7,102562.0,13.0,,Jiri Novak,R,190.0,CZE,28.1,7-5 6-3 6-2,5.0,R16,103.0,13.0,7.0,97.0,48.0,39.0,26.0,15.0,8.0,9.0,2.0,5.0,97.0,54.0,33.0,20.0,14.0,7.0,12.0,4.0,2985.0,14.0,1731.0
1356,31,Roland Garros,French Open,20030106,Grand Slam,Outdoor,Clay,4th Round,5,Agassi A.,Saretta F.,2.0,78.0,6.0,2.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.125,5.5,1.16,5.0,1.15,3.8,1.1,6.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,120.0,101736.0,2.0,,Andre Agassi,R,180.0,USA,33.0,103581.0,,,Flavio Saretta,R,183.0,BRA,22.9,6-2 6-1 7-5,5.0,R16,104.0,5.0,2.0,72.0,49.0,37.0,11.0,13.0,1.0,3.0,0.0,1.0,87.0,62.0,33.0,8.0,14.0,9.0,17.0,2.0,3900.0,78.0,546.0
1357,31,Roland Garros,French Open,20030206,Grand Slam,Outdoor,Clay,4th Round,5,Ferrero J.C.,Mantilla F.,3.0,21.0,6.0,2.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.222,4.0,1.23,4.05,1.2,3.3,1.182,4.333,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,115.0,103507.0,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.2,102456.0,20.0,,Felix Mantilla,R,180.0,ESP,28.6,6-2 6-1 6-1,5.0,R16,100.0,5.0,3.0,57.0,30.0,26.0,18.0,11.0,1.0,2.0,1.0,2.0,88.0,49.0,26.0,12.0,11.0,9.0,17.0,3.0,3460.0,21.0,1255.0
1358,31,Roland Garros,French Open,20030206,Grand Slam,Outdoor,Clay,4th Round,5,Gonzalez F.,Nieminen J.,20.0,34.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.25,3.75,1.33,3.25,1.2,3.3,1.333,3.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,116.0,103602.0,19.0,,Fernando Gonzalez,R,183.0,CHI,22.8,103813.0,30.0,,Jarkko Nieminen,L,185.0,FIN,21.8,6-3 6-3 6-2,5.0,R16,92.0,5.0,2.0,70.0,39.0,30.0,19.0,13.0,0.0,1.0,4.0,1.0,85.0,61.0,34.0,11.0,13.0,3.0,9.0,20.0,1276.0,34.0,960.0
1359,31,Roland Garros,French Open,20030206,Grand Slam,Outdoor,Clay,4th Round,5,Costa A.,Clement A.,9.0,36.0,6.0,2.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.667,2.1,1.78,2.0,1.6,1.9,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,114.0,102610.0,9.0,,Albert Costa,R,180.0,ESP,27.9,103096.0,32.0,,Arnaud Clement,R,173.0,FRA,25.4,6-2 7-5 7-5,5.0,R16,187.0,11.0,2.0,115.0,74.0,52.0,20.0,16.0,12.0,14.0,4.0,3.0,118.0,58.0,36.0,29.0,16.0,9.0,15.0,9.0,1920.0,36.0,940.0
1360,31,Roland Garros,French Open,20030206,Grand Slam,Outdoor,Clay,4th Round,5,Coria G.,Zabaleta M.,7.0,39.0,6.0,4.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.25,3.75,1.25,3.7,1.25,3.0,1.25,3.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,119.0,103909.0,7.0,,Guillermo Coria,R,175.0,ARG,21.3,103151.0,,,Mariano Zabaleta,R,183.0,ARG,25.2,6-4 7-6(4) 5-7 6-7(4) 6-3,5.0,R16,281.0,0.0,5.0,204.0,136.0,83.0,36.0,27.0,12.0,20.0,7.0,7.0,173.0,95.0,62.0,38.0,28.0,4.0,14.0,7.0,1985.0,39.0,878.0
1361,31,Roland Garros,French Open,20030206,Grand Slam,Outdoor,Clay,4th Round,5,Robredo T.,Kuerten G.,31.0,16.0,6.0,4.0,1.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,3.25,1.333,3.1,1.35,3.0,1.25,3.25,1.286,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,113.0,103990.0,28.0,,Tommy Robredo,R,180.0,ESP,21.0,102856.0,15.0,,Gustavo Kuerten,R,190.0,BRA,26.7,6-4 1-6 7-6(2) 6-4,5.0,R16,166.0,0.0,4.0,122.0,89.0,58.0,18.0,19.0,4.0,9.0,5.0,6.0,147.0,81.0,54.0,31.0,20.0,14.0,19.0,31.0,1055.0,16.0,1540.0
1362,31,Roland Garros,French Open,20030306,Grand Slam,Outdoor,Clay,Quarterfinals,5,Verkerk M.,Moya C.,46.0,4.0,6.0,3.0,6.0,4.0,5.0,7.0,4.0,6.0,8.0,6.0,3.0,2.0,Completed,3.75,1.25,3.6,1.28,3.3,1.2,4.0,1.2,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,123.0,103280.0,,,Martin Verkerk,R,196.0,NED,24.5,102845.0,4.0,,Carlos Moya,R,190.0,ESP,26.7,6-3 6-4 5-7 4-6 8-6,5.0,QF,232.0,27.0,12.0,191.0,114.0,88.0,38.0,28.0,10.0,12.0,12.0,7.0,158.0,84.0,66.0,42.0,27.0,6.0,9.0,46.0,793.0,4.0,2985.0
1363,31,Roland Garros,French Open,20030306,Grand Slam,Outdoor,Clay,Quarterfinals,5,Coria G.,Agassi A.,7.0,2.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,2.75,1.4,2.75,1.45,2.3,1.4,3.0,1.333,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,124.0,103909.0,7.0,,Guillermo Coria,R,175.0,ARG,21.3,101736.0,2.0,,Andre Agassi,R,180.0,USA,33.0,4-6 6-3 6-2 6-4,5.0,QF,152.0,3.0,3.0,129.0,100.0,58.0,14.0,19.0,8.0,14.0,1.0,4.0,112.0,73.0,43.0,14.0,18.0,6.0,15.0,7.0,1985.0,2.0,3900.0
1364,31,Roland Garros,French Open,20030406,Grand Slam,Outdoor,Clay,Quarterfinals,5,Costa A.,Robredo T.,9.0,31.0,2.0,6.0,3.0,6.0,6.0,4.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.727,2.0,1.8,2.0,1.6,1.9,1.833,1.833,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,121.0,102610.0,9.0,,Albert Costa,R,180.0,ESP,27.9,103990.0,28.0,,Tommy Robredo,R,180.0,ESP,21.0,2-6 3-6 6-4 7-5 6-2,5.0,QF,209.0,4.0,5.0,142.0,96.0,64.0,22.0,24.0,10.0,17.0,4.0,6.0,147.0,113.0,70.0,15.0,23.0,9.0,16.0,9.0,1920.0,31.0,1055.0
1365,31,Roland Garros,French Open,20030406,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ferrero J.C.,Gonzalez F.,3.0,20.0,6.0,1.0,3.0,6.0,6.0,1.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.286,3.5,1.27,3.7,1.25,3.0,1.25,3.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,122.0,103507.0,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.2,103602.0,19.0,,Fernando Gonzalez,R,183.0,CHI,22.8,6-1 3-6 6-1 5-7 6-4,5.0,QF,209.0,13.0,4.0,141.0,81.0,55.0,37.0,23.0,3.0,8.0,5.0,15.0,166.0,80.0,51.0,38.0,22.0,21.0,29.0,3.0,3460.0,20.0,1276.0
1366,31,Roland Garros,French Open,20030606,Grand Slam,Outdoor,Clay,Semifinals,5,Verkerk M.,Coria G.,46.0,7.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.25,1.333,3.25,1.35,2.5,1.35,3.25,1.286,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,126.0,103280.0,,,Martin Verkerk,R,196.0,NED,24.5,103909.0,7.0,,Guillermo Coria,R,175.0,ARG,21.3,7-6(4) 6-4 7-6(0),5.0,SF,160.0,19.0,7.0,108.0,69.0,54.0,19.0,17.0,2.0,4.0,1.0,3.0,112.0,86.0,54.0,14.0,17.0,7.0,10.0,46.0,793.0,7.0,1985.0
1367,31,Roland Garros,French Open,20030606,Grand Slam,Outdoor,Clay,Semifinals,5,Ferrero J.C.,Costa A.,3.0,9.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.333,3.25,1.3,3.6,1.25,3.0,1.25,3.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,125.0,103507.0,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.2,102610.0,9.0,,Albert Costa,R,180.0,ESP,27.9,6-3 7-6(5) 6-4,5.0,SF,164.0,7.0,4.0,97.0,54.0,41.0,22.0,15.0,2.0,4.0,6.0,7.0,116.0,63.0,42.0,23.0,16.0,8.0,13.0,3.0,3460.0,9.0,1920.0
1368,31,Roland Garros,French Open,20030806,Grand Slam,Outdoor,Clay,The Final,5,Ferrero J.C.,Verkerk M.,3.0,46.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.333,3.5,1.33,3.35,1.25,3.0,1.3,3.25,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,127.0,103507.0,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.2,103280.0,,,Martin Verkerk,R,196.0,NED,24.5,6-1 6-3 6-2,5.0,F,129.0,2.0,5.0,70.0,39.0,32.0,17.0,12.0,3.0,4.0,12.0,7.0,100.0,47.0,31.0,16.0,12.0,15.0,22.0,3.0,3460.0,46.0,793.0
