,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1295,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Kuerten G.,Rosset M.,16.0,108.0,6.0,2.0,6.0,7.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.063,8.0,1.06,8.0,1.02,6.0,1.05,8.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,8.0,102856.0,15.0,,Gustavo Kuerten,R,190.0,BRA,26.7,101820.0,,,Marc Rosset,R,201.0,SUI,32.5,6-2 6-7(3) 6-3 7-6(3),5.0,R128,183.0,12.0,9.0,147.0,74.0,59.0,40.0,21.0,7.0,9.0,15.0,15.0,139.0,72.0,59.0,26.0,20.0,8.0,13.0,16.0,1540.0,108.0,363.0
1296,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Grosjean S.,Voinea A.,15.0,99.0,6.0,4.0,7.0,6.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,,,1.16,4.75,1.1,4.5,1.167,4.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,24.0,103206.0,14.0,,Sebastien Grosjean,R,175.0,FRA,24.9,102437.0,,,Adrian Voinea,R,185.0,ROU,28.8,6-4 7-6(3) 3-6 6-3,5.0,R128,197.0,1.0,1.0,139.0,66.0,45.0,35.0,20.0,8.0,15.0,5.0,8.0,143.0,72.0,37.0,41.0,20.0,16.0,24.0,15.0,1575.0,99.0,401.0
1297,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Lapentti N.,Gasquet R.,58.0,130.0,6.0,3.0,7.0,6.0,3.0,0.0,,,,,2.0,0.0,Retired,1.727,2.0,1.75,2.0,1.75,1.75,1.833,1.833,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,11.0,102839.0,,,Nicolas Lapentti,R,188.0,ECU,26.7,104755.0,,WC,Richard Gasquet,R,185.0,FRA,16.9,6-3 7-6(4) 3-0 RET,5.0,R128,132.0,5.0,0.0,78.0,40.0,32.0,19.0,11.0,3.0,4.0,2.0,5.0,79.0,38.0,26.0,18.0,13.0,4.0,9.0,58.0,675.0,130.0,303.0
1298,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Sargsian S.,Roddick A.,67.0,6.0,6.0,7.0,6.0,1.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,5.5,1.125,5.65,1.12,4.5,1.1,6.0,1.1,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,32.0,102227.0,,,Sargis Sargsian,R,180.0,ARM,29.9,104053.0,6.0,,Andy Roddick,R,188.0,USA,20.7,6-7(3) 6-1 6-2 6-4,5.0,R128,140.0,11.0,2.0,108.0,68.0,57.0,22.0,19.0,4.0,5.0,7.0,5.0,119.0,62.0,43.0,25.0,18.0,9.0,15.0,67.0,623.0,6.0,2225.0
1299,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Santoro F.,Chang M.,54.0,142.0,7.0,5.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.364,3.0,1.4,2.8,1.3,2.7,1.4,2.75,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,26.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,30.4,102021.0,,WC,Michael Chang,R,175.0,USA,31.2,7-5 6-1 6-1,5.0,R128,125.0,4.0,0.0,84.0,52.0,38.0,18.0,13.0,3.0,4.0,1.0,2.0,91.0,47.0,27.0,17.0,13.0,5.0,12.0,54.0,745.0,142.0,267.0
1300,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Browne F.,Rochus O.,147.0,59.0,4.0,6.0,2.0,6.0,6.0,1.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,2.5,1.5,2.35,1.55,2.3,1.4,2.375,1.533,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,22.0,102768.0,,Q,Federico Browne,R,180.0,ARG,27.1,103694.0,,,Olivier Rochus,R,168.0,BEL,22.3,4-6 2-6 6-1 6-1 6-3,5.0,R128,164.0,11.0,3.0,120.0,87.0,66.0,17.0,21.0,8.0,11.0,0.0,3.0,128.0,80.0,44.0,28.0,20.0,9.0,15.0,147.0,249.0,59.0,673.0
1301,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Mantilla F.,Lee H.T.,21.0,55.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.125,5.5,1.12,5.65,1.1,4.5,1.143,5.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,21.0,102456.0,20.0,,Felix Mantilla,R,180.0,ESP,28.6,102703.0,,,Hyung Taik Lee,R,180.0,KOR,27.3,7-6(3) 6-4 7-6(4),5.0,R128,153.0,2.0,1.0,129.0,98.0,63.0,13.0,17.0,14.0,20.0,4.0,2.0,116.0,82.0,46.0,17.0,17.0,6.0,13.0,21.0,1255.0,55.0,726.0
1302,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Varlet J.,Carlsen K.,163.0,68.0,6.0,1.0,4.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.4,2.75,1.33,3.2,1.3,2.7,1.333,3.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,30.0,103047.0,,Q,Julien Varlet,R,180.0,FRA,25.7,102202.0,,,Kenneth Carlsen,L,190.0,DEN,30.1,6-1 4-6 6-3 7-6(5),5.0,R128,160.0,3.0,7.0,122.0,84.0,58.0,25.0,19.0,9.0,12.0,9.0,6.0,126.0,71.0,47.0,26.0,19.0,8.0,14.0,163.0,214.0,68.0,615.0
1303,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Squillari F.,Calleri A.,89.0,19.0,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,4.0,1.222,4.0,1.22,3.3,1.2,4.5,1.167,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,12.0,102644.0,,,Franco Squillari,L,183.0,ARG,27.7,102860.0,18.0,,Agustin Calleri,R,183.0,ARG,26.6,7-5 7-6(2) 6-3,5.0,R128,139.0,10.0,3.0,107.0,64.0,47.0,25.0,16.0,8.0,10.0,4.0,3.0,107.0,60.0,43.0,22.0,17.0,3.0,8.0,89.0,458.0,19.0,1375.0
1304,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Vicente F.,Waske A.,63.0,116.0,3.0,6.0,6.0,2.0,7.0,5.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,1.25,3.75,1.28,3.5,1.3,2.7,1.286,3.25,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,23.0,102950.0,,,Fernando Vicente,R,180.0,ESP,26.2,102565.0,,Q,Alexander Waske,R,188.0,GER,28.1,3-6 6-2 7-5 1-6 6-3,5.0,R128,182.0,9.0,10.0,158.0,83.0,62.0,29.0,23.0,8.0,14.0,13.0,9.0,134.0,71.0,50.0,32.0,22.0,7.0,13.0,63.0,651.0,116.0,335.0
1305,31,Roland Garros,French Open,20030527,Grand Slam,Outdoor,Clay,1st Round,5,Hanescu V.,Llodra M.,122.0,132.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,2.75,1.33,3.2,1.25,3.0,1.364,2.875,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,31.0,103812.0,,Q,Victor Hanescu,R,198.0,ROU,21.8,103566.0,,,Michael Llodra,L,190.0,FRA,23.0,6-4 6-3 6-2,5.0,R128,85.0,7.0,4.0,69.0,44.0,33.0,16.0,13.0,1.0,3.0,4.0,3.0,92.0,56.0,36.0,10.0,14.0,5.0,12.0,122.0,317.0,132.0,298.0
1306,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Saretta F.,Kafelnikov Y.,78.0,18.0,6.0,4.0,3.0,6.0,6.0,0.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,2.75,1.4,2.6,1.46,2.3,1.4,2.625,1.444,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,94.0,103581.0,,,Flavio Saretta,R,183.0,BRA,22.9,102338.0,17.0,,Yevgeny Kafelnikov,R,190.0,RUS,29.2,6-4 3-6 6-0 6-7(0) 6-4,5.0,R64,235.0,8.0,2.0,148.0,94.0,57.0,36.0,23.0,7.0,11.0,1.0,9.0,169.0,96.0,64.0,31.0,24.0,13.0,21.0,78.0,546.0,18.0,1375.0
1307,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Savolt A.,Youzhny M.,141.0,30.0,3.0,6.0,6.0,4.0,5.0,7.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,3.0,1.364,3.25,1.31,3.0,1.25,3.0,1.333,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,90.0,102722.0,,Q,Attila Savolt,R,183.0,HUN,27.3,104022.0,27.0,,Mikhail Youzhny,R,183.0,RUS,20.9,3-6 6-4 5-7 6-2 6-4,5.0,R64,259.0,0.0,12.0,168.0,72.0,53.0,43.0,25.0,9.0,16.0,8.0,6.0,162.0,76.0,48.0,47.0,24.0,14.0,22.0,141.0,273.0,30.0,1100.0
1308,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Zabaleta M.,Hrbaty D.,39.0,62.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.727,2.0,1.65,2.2,1.55,2.0,1.667,2.1,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,92.0,103151.0,,,Mariano Zabaleta,R,183.0,ARG,25.2,103103.0,,,Dominik Hrbaty,R,183.0,SVK,25.3,6-2 6-4 6-2,5.0,R64,117.0,7.0,3.0,87.0,47.0,28.0,20.0,13.0,3.0,8.0,2.0,6.0,99.0,52.0,27.0,15.0,13.0,13.0,23.0,39.0,878.0,62.0,660.0
1309,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Blanco G.,Puerta M.,139.0,97.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.833,1.833,1.95,1.85,1.65,1.85,1.833,1.833,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,93.0,102869.0,,Q,Galo Blanco,R,173.0,ESP,26.6,103264.0,,,Mariano Puerta,L,180.0,ARG,24.6,6-2 6-2 6-4,5.0,R64,101.0,9.0,1.0,70.0,40.0,34.0,20.0,13.0,2.0,2.0,4.0,4.0,68.0,34.0,25.0,15.0,13.0,5.0,10.0,139.0,278.0,97.0,408.0
1310,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,El Aynaoui Y.,Rochus C.,26.0,101.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.286,3.5,1.28,3.5,1.25,3.0,1.25,3.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,91.0,101962.0,23.0,,Younes El Aynaoui,R,193.0,MAR,31.7,103294.0,,Q,Christophe Rochus,R,170.0,BEL,24.4,6-4 6-4 6-3,5.0,R64,103.0,14.0,5.0,72.0,41.0,38.0,19.0,14.0,1.0,1.0,0.0,2.0,101.0,75.0,45.0,16.0,15.0,9.0,13.0,26.0,1175.0,101.0,399.0
1311,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Schuettler R.,Lisnard J.R.,11.0,98.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,0.0,,,3.0,1.0,Completed,1.333,3.25,1.31,3.25,1.3,2.7,1.333,3.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,84.0,102783.0,11.0,,Rainer Schuettler,R,180.0,GER,27.0,103444.0,,,Jean Rene Lisnard,R,173.0,MON,23.6,4-6 6-2 6-4 6-0,5.0,R64,166.0,2.0,11.0,127.0,81.0,52.0,22.0,18.0,9.0,13.0,4.0,5.0,109.0,48.0,32.0,23.0,16.0,6.0,14.0,11.0,1810.0,98.0,405.0
1312,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Ferreira W.,Ferrer D.,24.0,65.0,4.0,6.0,6.0,4.0,6.0,1.0,6.0,3.0,,,3.0,1.0,Completed,1.444,2.625,1.5,2.5,1.35,2.5,1.444,2.625,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,83.0,101965.0,22.0,,Wayne Ferreira,R,185.0,RSA,31.6,103970.0,,,David Ferrer,R,175.0,ESP,21.1,4-6 6-4 6-1 6-3,5.0,R64,158.0,6.0,5.0,123.0,58.0,44.0,28.0,18.0,7.0,11.0,1.0,6.0,129.0,71.0,39.0,27.0,18.0,6.0,14.0,24.0,1185.0,65.0,638.0
1313,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Verkerk M.,Horna L.,46.0,88.0,4.0,6.0,6.0,4.0,4.0,6.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.615,2.2,1.48,2.55,1.55,2.0,1.571,2.25,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,81.0,103280.0,,,Martin Verkerk,R,196.0,NED,24.5,103632.0,,,Luis Horna,R,180.0,PER,22.6,4-6 6-4 4-6 7-5 6-2,5.0,R64,170.0,22.0,9.0,136.0,78.0,63.0,25.0,25.0,6.0,12.0,2.0,3.0,134.0,97.0,64.0,19.0,25.0,4.0,12.0,46.0,793.0,88.0,465.0
1314,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Malisse X.,Koubek S.,29.0,72.0,3.0,6.0,4.0,6.0,6.0,4.0,7.0,5.0,8.0,6.0,3.0,2.0,Completed,1.533,2.375,1.63,2.2,1.45,2.2,1.533,2.375,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,95.0,103598.0,26.0,,Xavier Malisse,R,185.0,BEL,22.8,102905.0,,,Stefan Koubek,L,175.0,AUT,26.3,3-6 4-6 6-4 7-5 8-6,5.0,R64,234.0,7.0,5.0,177.0,92.0,62.0,38.0,27.0,15.0,25.0,7.0,4.0,173.0,86.0,51.0,47.0,28.0,15.0,26.0,29.0,1100.0,72.0,575.0
1315,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Coria G.,Kiefer N.,7.0,77.0,6.0,3.0,5.0,7.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.063,8.0,1.03,10.0,1.02,6.0,1.05,8.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,89.0,103909.0,7.0,,Guillermo Coria,R,175.0,ARG,21.3,103017.0,,,Nicolas Kiefer,R,183.0,GER,25.8,6-3 5-7 6-3 6-1,5.0,R64,190.0,1.0,6.0,104.0,67.0,48.0,21.0,18.0,7.0,11.0,7.0,7.0,121.0,48.0,31.0,30.0,19.0,10.0,19.0,7.0,1985.0,77.0,556.0
1316,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Chela J.I.,Galimberti G.,35.0,117.0,6.0,2.0,5.0,7.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,,,,,,,,,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,87.0,103428.0,31.0,,Juan Ignacio Chela,R,190.0,ARG,23.7,102851.0,,LL,Giorgio Galimberti,R,180.0,ITA,26.7,6-2 5-7 6-2 6-1,5.0,R64,142.0,7.0,5.0,104.0,61.0,44.0,24.0,18.0,5.0,9.0,3.0,8.0,117.0,67.0,35.0,22.0,17.0,9.0,18.0,35.0,955.0,117.0,335.0
1317,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Novak J.,Lopez M.,14.0,213.0,6.0,4.0,3.0,6.0,0.0,6.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,1.125,5.5,1.15,5.0,1.1,4.5,1.143,5.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,85.0,102562.0,13.0,,Jiri Novak,R,190.0,CZE,28.1,104043.0,,Q,Marc Lopez,R,175.0,ESP,20.8,6-4 3-6 0-6 6-1 6-3,5.0,R64,167.0,6.0,4.0,119.0,81.0,53.0,18.0,20.0,2.0,8.0,0.0,5.0,131.0,70.0,44.0,31.0,21.0,10.0,17.0,14.0,1731.0,213.0,158.0
1318,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Moya C.,Philippoussis M.,4.0,52.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.222,4.0,1.18,4.5,1.15,3.8,1.167,4.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,88.0,102845.0,4.0,,Carlos Moya,R,190.0,ESP,26.7,102882.0,,,Mark Philippoussis,R,196.0,AUS,26.5,6-2 6-4 7-6(7),5.0,R64,128.0,15.0,7.0,98.0,48.0,42.0,26.0,15.0,7.0,9.0,6.0,4.0,100.0,64.0,40.0,18.0,15.0,1.0,6.0,4.0,2985.0,52.0,750.0
1319,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Agassi A.,Ancic M.,2.0,74.0,5.0,7.0,1.0,6.0,6.0,4.0,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.063,8.0,1.03,10.0,1.02,6.0,1.02,11.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,96.0,101736.0,2.0,,Andre Agassi,R,180.0,USA,33.0,104339.0,,,Mario Ancic,R,196.0,CRO,19.1,5-7 1-6 6-4 6-2 7-5,5.0,R64,193.0,8.0,4.0,145.0,83.0,53.0,29.0,24.0,4.0,13.0,12.0,10.0,150.0,80.0,50.0,34.0,25.0,10.0,20.0,2.0,3900.0,74.0,574.0
1320,31,Roland Garros,French Open,20030528,Grand Slam,Outdoor,Clay,2nd Round,5,Spadea V.,van Lottum J.,32.0,96.0,7.0,5.0,6.0,1.0,2.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.25,3.75,1.2,4.25,1.2,3.3,1.25,3.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,82.0,102434.0,29.0,,Vincent Spadea,R,183.0,USA,28.8,102770.0,,,John Van Lottum,R,185.0,NED,27.1,7-5 6-1 2-6 6-1,5.0,R64,115.0,5.0,4.0,86.0,54.0,45.0,20.0,17.0,0.0,2.0,7.0,10.0,106.0,59.0,40.0,20.0,17.0,7.0,13.0,32.0,1030.0,96.0,410.0
1321,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Clement A.,Burgsmuller L.,36.0,93.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.286,3.5,1.28,3.5,1.2,3.3,1.286,3.25,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,71.0,103096.0,32.0,,Arnaud Clement,R,173.0,FRA,25.4,102694.0,,,Lars Burgsmuller,R,183.0,GER,27.4,6-3 6-3 6-3,5.0,R64,132.0,3.0,1.0,84.0,44.0,34.0,23.0,14.0,1.0,2.0,1.0,4.0,78.0,43.0,29.0,14.0,13.0,5.0,10.0,36.0,940.0,93.0,429.0
1322,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Massu N.,3.0,84.0,6.0,2.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.1,6.5,1.08,7.0,1.1,4.5,1.071,7.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,73.0,103507.0,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.2,103454.0,,,Nicolas Massu,R,183.0,CHI,23.6,6-2 3-0 RET,5.0,R64,42.0,1.0,1.0,26.0,10.0,9.0,11.0,5.0,0.0,0.0,5.0,3.0,34.0,16.0,12.0,3.0,6.0,2.0,6.0,3.0,3460.0,84.0,502.0
1323,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Gonzalez F.,Portas A.,20.0,81.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.222,4.0,1.18,4.5,1.2,3.3,1.167,4.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,78.0,103602.0,19.0,,Fernando Gonzalez,R,183.0,CHI,22.8,102287.0,,,Albert Portas,R,188.0,ESP,29.5,6-3 4-6 6-4 6-2,5.0,R64,147.0,12.0,3.0,104.0,63.0,45.0,21.0,19.0,0.0,4.0,2.0,5.0,114.0,75.0,47.0,19.0,18.0,8.0,15.0,20.0,1276.0,81.0,524.0
1324,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Nieminen J.,Varlet J.,34.0,163.0,1.0,6.0,1.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.2,4.333,1.22,4.05,1.25,3.0,1.2,4.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,79.0,103813.0,30.0,,Jarkko Nieminen,L,185.0,FIN,21.8,103047.0,,Q,Julien Varlet,R,180.0,FRA,25.7,1-6 1-6 7-6(4) 6-2 6-4,5.0,R64,192.0,4.0,2.0,137.0,97.0,60.0,16.0,22.0,11.0,20.0,2.0,5.0,141.0,94.0,57.0,27.0,22.0,6.0,13.0,34.0,960.0,163.0,214.0
1325,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Hanescu V.,Sargsian S.,122.0,67.0,6.0,3.0,7.0,5.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,2.375,1.533,2.2,1.63,2.2,1.45,2.2,1.615,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,80.0,103812.0,,Q,Victor Hanescu,R,198.0,ROU,21.8,102227.0,,,Sargis Sargsian,R,180.0,ARM,29.9,6-3 7-5 3-6 6-2,5.0,R64,145.0,3.0,2.0,115.0,78.0,54.0,21.0,19.0,5.0,8.0,2.0,4.0,117.0,79.0,53.0,16.0,19.0,11.0,17.0,122.0,317.0,67.0,623.0
1326,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Coutelot N.,Nalbandian D.,208.0,8.0,6.0,3.0,6.0,3.0,4.0,6.0,2.0,6.0,6.0,1.0,3.0,2.0,Completed,4.0,1.222,3.6,1.26,3.0,1.25,3.5,1.25,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,72.0,102934.0,,Q,Nicolas Coutelot,R,185.0,FRA,26.2,103900.0,8.0,,David Nalbandian,R,180.0,ARG,21.3,6-3 6-3 4-6 2-6 6-1,5.0,R64,171.0,13.0,2.0,135.0,68.0,49.0,32.0,22.0,7.0,13.0,2.0,2.0,109.0,58.0,33.0,27.0,21.0,1.0,9.0,208.0,165.0,8.0,1935.0
1327,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Davydenko N.,1.0,33.0,6.0,3.0,4.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.25,3.75,1.28,3.5,1.2,3.3,1.222,3.75,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,65.0,103720.0,1.0,,Lleyton Hewitt,R,180.0,AUS,22.2,103786.0,,,Nikolay Davydenko,R,178.0,RUS,21.9,6-3 4-6 6-3 7-6(5),5.0,R64,210.0,6.0,10.0,142.0,65.0,43.0,31.0,20.0,8.0,17.0,6.0,6.0,142.0,91.0,46.0,22.0,20.0,13.0,24.0,1.0,4210.0,33.0,1001.0
1328,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Ljubicic I.,Blake J.,43.0,27.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.667,2.1,1.58,2.3,1.6,1.9,1.615,2.2,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,86.0,103344.0,,,Ivan Ljubicic,R,193.0,CRO,24.1,103484.0,24.0,,James Blake,R,185.0,USA,23.4,6-3 4-6 7-6(2) 6-4,5.0,R64,145.0,15.0,1.0,111.0,58.0,49.0,33.0,21.0,1.0,4.0,3.0,1.0,126.0,80.0,56.0,23.0,20.0,3.0,7.0,43.0,845.0,27.0,1155.0
1329,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Schalken S.,Santoro F.,13.0,54.0,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.42,2.75,1.35,2.5,1.4,2.75,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,77.0,102854.0,12.0,,Sjeng Schalken,R,193.0,NED,26.7,102148.0,,,Fabrice Santoro,R,178.0,FRA,30.4,6-1 6-3 6-4,5.0,R64,111.0,0.0,1.0,76.0,52.0,38.0,14.0,13.0,4.0,6.0,3.0,0.0,80.0,46.0,22.0,16.0,13.0,2.0,9.0,13.0,1755.0,54.0,745.0
1330,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Arazi H.,16.0,91.0,6.0,1.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.143,5.0,1.22,4.05,1.2,3.3,1.167,4.5,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,68.0,102856.0,15.0,,Gustavo Kuerten,R,190.0,BRA,26.7,102271.0,,,Hicham Arazi,L,175.0,MAR,29.5,6-1 6-0 6-1,5.0,R64,82.0,7.0,0.0,59.0,31.0,25.0,17.0,10.0,2.0,2.0,0.0,0.0,72.0,36.0,13.0,15.0,10.0,7.0,15.0,16.0,1540.0,91.0,433.0
1331,31,Roland Garros,French Open,20030529,Grand Slam,Outdoor,Clay,2nd Round,5,Costa A.,Stepanek R.,9.0,47.0,6.0,3.0,5.0,7.0,6.0,4.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.4,2.75,1.47,2.6,1.3,2.7,1.333,3.0,,,2003-520,Roland Garros,Clay,128.0,G,20030526.0,69.0,102610.0,9.0,,Albert Costa,R,180.0,ESP,27.9,103285.0,,,Radek Stepanek,R,185.0,CZE,24.4,6-3 5-7 6-4 3-6 6-4,5.0,R64,218.0,9.0,4.0,150.0,90.0,64.0,36.0,25.0,6.0,10.0,11.0,4.0,151.0,98.0,71.0,23.0,25.0,4.0,9.0,9.0,1920.0,47.0,787.0
