,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2164,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Serra F.,10,61.0,3220,866.0,6.0,3.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,9.0,1.05,8.5,1.071,7.5,1.07,7.0,1.07,8.0,2009-560,US Open,Hard,128.0,G,20090831.0,77.0,104269.0,10.0,,Fernando Verdasco,L,188.0,ESP,25.7,103722.0,,,Florent Serra,R,180.0,FRA,28.5,6-3 6-0 6-3,5.0,R64,89.0,9.0,7.0,64.0,33.0,27.0,19.0,12.0,1.0,2.0,4.0,2.0,91.0,52.0,34.0,10.0,12.0,7.0,14.0,10.0,3220.0,61.0,866.0
2165,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,Kim K.,22,100.0,1600,632.0,7.0,5.0,6.0,7.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.06,8.0,1.07,8.25,1.083,7.0,1.08,6.5,1.08,7.5,2009-560,US Open,Hard,128.0,G,20090831.0,70.0,105023.0,22.0,,Sam Querrey,R,198.0,USA,21.9,103240.0,,,Kevin Kim,R,180.0,USA,31.0,7-5 6-7(6) 6-4 6-4,5.0,R64,176.0,15.0,3.0,139.0,82.0,66.0,31.0,22.0,5.0,6.0,9.0,3.0,147.0,72.0,57.0,37.0,22.0,6.0,10.0,22.0,1600.0,100.0,632.0
2166,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Garcia-Lopez G.,15,50.0,2165,984.0,6.0,2.0,4.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.38,2.87,1.4,2.85,1.4,2.75,1.4,2.75,1.42,2.76,2009-560,US Open,Hard,128.0,G,20090831.0,68.0,103990.0,14.0,,Tommy Robredo,R,180.0,ESP,27.3,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,26.2,6-2 4-6 6-2 6-4,5.0,R64,191.0,11.0,7.0,145.0,83.0,60.0,27.0,18.0,12.0,15.0,1.0,8.0,124.0,65.0,39.0,29.0,18.0,12.0,18.0,15.0,2165.0,50.0,984.0
2167,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Chiudinelli M.,Youzhny M.,161,60.0,386,870.0,2.0,6.0,7.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,4.5,1.16,4.75,1.17,4.333,1.2,3.5,1.25,4.1,1.22,2009-560,US Open,Hard,128.0,G,20090831.0,71.0,103843.0,,Q,Marco Chiudinelli,R,185.0,SUI,27.9,104022.0,,,Mikhail Youzhny,R,183.0,RUS,27.1,2-6 7-6(4) 6-4 6-3,5.0,R64,187.0,4.0,3.0,119.0,60.0,37.0,31.0,19.0,10.0,17.0,4.0,8.0,137.0,86.0,51.0,22.0,20.0,4.0,12.0,161.0,386.0,60.0,870.0
2168,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Davydenko N.,Hernych J.,8,70.0,3655,812.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,10.0,1.07,7.19,1.05,8.5,1.07,7.0,1.07,8.0,2009-560,US Open,Hard,128.0,G,20090831.0,72.0,103786.0,8.0,,Nikolay Davydenko,R,178.0,RUS,28.2,103401.0,,,Jan Hernych,R,190.0,CZE,30.1,6-4 6-1 6-2,5.0,R64,88.0,2.0,3.0,68.0,51.0,41.0,10.0,13.0,1.0,2.0,1.0,1.0,68.0,44.0,25.0,9.0,12.0,3.0,9.0,8.0,3655.0,70.0,812.0
2169,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Mayer L.,16,59.0,2000,879.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,2.75,1.42,2.75,1.4,2.75,1.36,2.88,1.4,2.88,2009-560,US Open,Hard,128.0,G,20090831.0,76.0,103285.0,15.0,,Radek Stepanek,R,185.0,CZE,30.7,104919.0,,,Leonardo Mayer,R,188.0,ARG,22.2,7-6(5) 6-3 6-4,5.0,R64,134.0,4.0,9.0,108.0,66.0,54.0,17.0,16.0,3.0,5.0,6.0,2.0,90.0,53.0,35.0,22.0,15.0,3.0,7.0,16.0,2000.0,59.0,879.0
2170,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Rochus O.,23,90.0,1520,678.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.16,4.5,1.17,4.67,1.167,4.5,1.22,3.75,1.23,4.0,2009-560,US Open,Hard,128.0,G,20090831.0,67.0,103484.0,21.0,,James Blake,R,185.0,USA,29.6,103694.0,,,Olivier Rochus,R,168.0,BEL,28.6,6-4 3-6 7-6(6) 6-3,5.0,R64,164.0,21.0,4.0,126.0,59.0,47.0,37.0,21.0,5.0,9.0,5.0,4.0,128.0,90.0,58.0,20.0,19.0,10.0,14.0,23.0,1520.0,90.0,678.0
2171,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Soderling R.,Granollers M.,12,88.0,2665,680.0,2.0,0.0,,,,,,,,,0.0,0.0,Retired,1.06,8.0,1.05,8.5,1.06,8.0,1.07,7.0,1.07,8.5,2009-560,US Open,Hard,128.0,G,20090831.0,69.0,104417.0,12.0,,Robin Soderling,R,193.0,SWE,25.0,104719.0,,,Marcel Granollers,R,190.0,ESP,23.3,2-0 RET,5.0,R64,16.0,1.0,0.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,10.0,3.0,1.0,3.0,1.0,1.0,2.0,12.0,2665.0,88.0,680.0
2172,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Ilhan M.,55,231.0,914,243.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.1,6.5,1.12,6.0,1.125,5.5,1.14,5.0,1.14,5.4,2009-560,US Open,Hard,128.0,G,20090831.0,79.0,104545.0,,,John Isner,R,206.0,USA,24.3,104947.0,,Q,Marsel Ilhan,R,190.0,TUR,22.2,6-3 6-4 7-6(1),5.0,R64,119.0,16.0,4.0,90.0,55.0,45.0,22.0,16.0,2.0,3.0,2.0,1.0,92.0,64.0,40.0,18.0,15.0,3.0,6.0,55.0,914.0,231.0,243.0
2173,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Ball C.,4,155.0,7660,402.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,15.0,1.02,11.5,1.015,13.0,1.04,9.0,1.02,16.0,2009-560,US Open,Hard,128.0,G,20090831.0,73.0,104925.0,4.0,,Novak Djokovic,R,188.0,SRB,22.2,104958.0,,Q,Carsten Ball,L,198.0,AUS,22.1,6-3 6-4 6-4,5.0,R64,109.0,3.0,0.0,75.0,46.0,35.0,23.0,15.0,1.0,2.0,8.0,7.0,93.0,53.0,37.0,18.0,14.0,14.0,18.0,4.0,7660.0,155.0,402.0
2174,49,US Open,US Open,20090309,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Devvarman S.,24,162.0,1510,386.0,6.0,3.0,6.0,4.0,0.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.14,5.0,1.17,4.9,1.2,4.333,1.2,4.0,1.18,4.65,2009-560,US Open,Hard,128.0,G,20090831.0,75.0,104259.0,23.0,,Philipp Kohlschreiber,R,178.0,GER,25.8,104500.0,,Q,Somdev Devvarman,R,180.0,IND,24.5,6-3 6-4 0-6 6-2,5.0,R64,168.0,5.0,4.0,127.0,74.0,51.0,24.0,17.0,16.0,20.0,3.0,2.0,100.0,63.0,42.0,17.0,16.0,8.0,13.0,24.0,1510.0,162.0,386.0
2175,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Gicquel M.,5,81.0,5720,729.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,15.0,1.01,13.5,1.02,11.0,1.02,13.0,1.02,15.0,2009-560,US Open,Hard,128.0,G,20090831.0,80.0,104053.0,5.0,,Andy Roddick,R,188.0,USA,27.0,102967.0,,,Marc Gicquel,R,188.0,FRA,32.4,6-1 6-4 6-4,5.0,R64,113.0,13.0,0.0,81.0,55.0,42.0,19.0,14.0,1.0,1.0,5.0,3.0,86.0,49.0,30.0,20.0,13.0,1.0,5.0,5.0,5720.0,81.0,730.0
2176,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Nieminen J.,7,54.0,3920,924.0,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,9.0,1.05,8.5,1.05,8.5,1.03,10.0,1.07,8.0,2009-560,US Open,Hard,128.0,G,20090831.0,81.0,104542.0,7.0,,Jo-Wilfried Tsonga,R,188.0,FRA,24.3,103813.0,,,Jarkko Nieminen,L,185.0,FIN,28.1,7-5 6-3 6-4,5.0,R64,109.0,11.0,4.0,83.0,48.0,44.0,24.0,16.0,1.0,1.0,5.0,2.0,84.0,45.0,33.0,23.0,15.0,0.0,3.0,7.0,3920.0,54.0,924.0
2177,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Petzschner P.,25,39.0,1490,1147.0,1.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.2,4.33,1.23,4.0,1.25,3.75,1.29,3.25,1.27,3.6,2009-560,US Open,Hard,128.0,G,20090831.0,91.0,103507.0,24.0,,Juan Carlos Ferrero,R,183.0,ESP,29.5,104332.0,,,Philipp Petzschner,R,185.0,GER,25.4,1-6 3-6 6-4 6-2 6-4,5.0,R64,180.0,1.0,2.0,143.0,98.0,65.0,25.0,22.0,10.0,16.0,17.0,6.0,142.0,72.0,56.0,29.0,22.0,8.0,14.0,25.0,1490.0,39.0,1147.0
2178,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Levine J.,17,135.0,1985,470.0,4.0,6.0,2.0,6.0,6.0,0.0,6.0,3.0,6.0,0.0,3.0,2.0,Completed,1.12,5.5,1.17,4.67,1.14,5.0,1.14,5.0,1.15,5.2,2009-560,US Open,Hard,128.0,G,20090831.0,93.0,105227.0,16.0,,Marin Cilic,R,198.0,CRO,20.9,105028.0,,WC,Jesse Levine,L,175.0,CAN,21.8,4-6 2-6 6-0 6-3 6-0,5.0,R64,166.0,14.0,9.0,126.0,65.0,49.0,28.0,20.0,7.0,12.0,3.0,10.0,107.0,58.0,35.0,20.0,19.0,6.0,15.0,17.0,1985.0,135.0,470.0
2179,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Benneteau J.,Troicki V.,43,31.0,1079,1320.0,6.0,1.0,3.0,6.0,6.0,1.0,6.0,0.0,,,3.0,1.0,Completed,1.5,2.5,1.55,2.35,1.444,2.625,1.57,2.25,1.5,2.52,2009-560,US Open,Hard,128.0,G,20090831.0,82.0,103898.0,,,Julien Benneteau,R,185.0,FRA,27.6,104678.0,30.0,,Viktor Troicki,R,193.0,SRB,23.5,6-1 3-6 6-1 6-0,5.0,R64,140.0,4.0,2.0,84.0,56.0,42.0,18.0,15.0,2.0,4.0,6.0,5.0,105.0,51.0,33.0,18.0,14.0,10.0,17.0,43.0,1079.0,31.0,1320.0
2180,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Del Potro J.M.,Melzer J.,6,38.0,5325,1185.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.04,10.0,1.05,8.5,1.04,9.0,1.05,9.0,1.04,11.0,2009-560,US Open,Hard,128.0,G,20090831.0,89.0,105223.0,6.0,,Juan Martin del Potro,R,198.0,ARG,20.9,103781.0,,,Jurgen Melzer,L,183.0,AUT,28.2,7-6(6) 6-3 6-3,5.0,R64,141.0,13.0,4.0,85.0,49.0,43.0,22.0,15.0,4.0,5.0,8.0,2.0,104.0,57.0,44.0,22.0,15.0,8.0,12.0,6.0,5325.0,38.0,1185.0
2181,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Istomin D.,Lapentti N.,108,163.0,587,383.0,2.0,6.0,6.0,4.0,4.0,6.0,7.0,5.0,7.0,6.0,3.0,2.0,Completed,2.25,1.57,2.15,1.65,2.2,1.615,2.25,1.57,2.3,1.59,2009-560,US Open,Hard,128.0,G,20090831.0,94.0,104797.0,,,Denis Istomin,R,188.0,UZB,22.9,102839.0,,,Nicolas Lapentti,R,188.0,ECU,33.0,2-6 6-4 4-6 7-5 7-6(4),5.0,R64,288.0,12.0,5.0,174.0,108.0,76.0,32.0,26.0,10.0,17.0,9.0,6.0,198.0,120.0,85.0,35.0,26.0,12.0,18.0,108.0,587.0,163.0,383.0
2182,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Zeballos H.,18,76.0,1945,750.0,6.0,3.0,6.0,7.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.071,7.5,1.1,6.25,1.11,6.0,1.13,5.5,1.13,5.7,2009-560,US Open,Hard,128.0,G,20090831.0,83.0,104607.0,17.0,,Tomas Berdych,R,196.0,CZE,23.9,104547.0,,Q,Horacio Zeballos,L,188.0,ARG,24.3,6-3 6-7(3) 7-6(2) 6-2,5.0,R64,180.0,17.0,7.0,125.0,74.0,62.0,30.0,21.0,0.0,1.0,11.0,4.0,140.0,95.0,61.0,27.0,20.0,7.0,11.0,18.0,1945.0,76.0,750.0
2183,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Koellerer D.,Cuevas P.,62,68.0,862,814.0,3.0,6.0,6.0,2.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,2.75,1.4,2.75,1.42,2.75,1.4,2.63,1.44,2.78,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Bellucci T.,9,69.0,3410,813.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.0,1.37,2.92,1.364,3.0,1.33,3.0,1.32,3.25,2009-560,US Open,Hard,128.0,G,20090831.0,92.0,104468.0,9.0,,Gilles Simon,R,183.0,FRA,24.6,105064.0,,Q,Thomaz Bellucci,L,188.0,BRA,21.6,6-3 6-2 6-4,5.0,R64,122.0,8.0,0.0,75.0,38.0,30.0,26.0,14.0,1.0,2.0,8.0,3.0,101.0,64.0,36.0,19.0,13.0,8.0,12.0,9.0,3410.0,69.0,813.0
2185,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Capdeville P.,2,87.0,9610,685.0,6.0,2.0,3.0,6.0,6.0,0.0,6.0,2.0,,,3.0,1.0,Completed,1.0,21.0,1.01,13.0,1.01,17.0,1.01,13.0,1.01,25.0,2009-560,US Open,Hard,128.0,G,20090831.0,96.0,104918.0,2.0,,Andy Murray,R,190.0,GBR,22.2,104154.0,,,Paul Capdeville,R,190.0,CHI,26.4,6-2 3-6 6-0 6-2,5.0,R64,127.0,15.0,2.0,99.0,52.0,39.0,26.0,15.0,2.0,3.0,6.0,2.0,97.0,60.0,35.0,18.0,16.0,9.0,16.0,2.0,9610.0,87.0,690.0
2186,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Ginepri R.,33,75.0,1285,765.0,6.0,7.0,6.0,2.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.0,1.72,2.01,1.78,1.833,1.833,1.91,1.8,1.9,1.86,2009-560,US Open,Hard,128.0,G,20090831.0,87.0,104597.0,32.0,,Nicolas Almagro,R,183.0,ESP,24.0,104068.0,,,Robby Ginepri,R,183.0,USA,26.8,6-7(7) 6-2 6-3 4-6 6-4,5.0,R64,215.0,18.0,9.0,189.0,113.0,75.0,36.0,25.0,21.0,29.0,11.0,1.0,151.0,100.0,55.0,27.0,24.0,9.0,19.0,33.0,1285.0,75.0,765.0
2187,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Ouanna J.,11,103.0,2825,623.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.05,9.0,1.06,7.79,1.07,7.5,1.07,7.0,1.06,9.0,2009-560,US Open,Hard,128.0,G,20090831.0,84.0,103602.0,11.0,,Fernando Gonzalez,R,183.0,CHI,29.0,104721.0,,Q,Josselin Ouanna,R,193.0,FRA,23.3,6-4 6-7(5) 6-3 6-4,5.0,R64,137.0,26.0,5.0,124.0,77.0,65.0,28.0,21.0,3.0,3.0,11.0,3.0,114.0,74.0,56.0,24.0,20.0,3.0,8.0,11.0,2825.0,103.0,623.0
2188,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Beck A.,13,40.0,2475,1115.0,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.0,1.13,5.5,1.143,5.0,1.14,5.0,1.13,5.7,2009-560,US Open,Hard,128.0,G,20090831.0,85.0,104792.0,13.0,,Gael Monfils,R,193.0,FRA,22.9,104676.0,,,Andreas Beck,L,190.0,GER,23.5,6-3 7-5 6-3,5.0,R64,118.0,17.0,3.0,99.0,61.0,47.0,19.0,15.0,2.0,3.0,1.0,7.0,103.0,60.0,40.0,19.0,15.0,8.0,13.0,13.0,2475.0,40.0,1115.0
2189,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Dent T.,Navarro-Pastor I.,196,119.0,314,525.0,6.0,4.0,5.0,7.0,6.0,7.0,7.0,5.0,7.0,6.0,3.0,2.0,Completed,1.44,2.62,1.5,2.45,1.533,2.375,1.5,2.5,1.52,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,49,US Open,US Open,20090409,Grand Slam,Outdoor,Hard,2nd Round,5,Acasuso J.,Ferrer D.,47,19.0,1030,1890.0,6.0,3.0,3.0,6.0,1.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,3.25,1.33,3.1,1.35,3.0,1.364,3.25,1.29,3.1,1.35,2009-560,US Open,Hard,128.0,G,20090831.0,86.0,104076.0,,,Jose Acasuso,R,190.0,ARG,26.8,103970.0,18.0,,David Ferrer,R,175.0,ESP,27.4,6-3 3-6 1-6 6-3 6-2,5.0,R64,192.0,12.0,9.0,133.0,63.0,48.0,32.0,21.0,12.0,17.0,10.0,10.0,140.0,84.0,62.0,21.0,21.0,13.0,19.0,47.0,1030.0,19.0,1890.0
2191,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Kiefer N.,3,129.0,9025,500.0,6.0,0.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.02,12.0,1.04,9.25,1.03,10.0,1.02,13.0,1.03,12.0,2009-560,US Open,Hard,128.0,G,20090831.0,88.0,104745.0,3.0,,Rafael Nadal,L,185.0,ESP,23.2,103017.0,,,Nicolas Kiefer,R,183.0,GER,32.1,6-0 3-6 6-3 6-4,5.0,R64,179.0,3.0,1.0,82.0,51.0,37.0,26.0,17.0,1.0,3.0,7.0,5.0,133.0,54.0,38.0,33.0,17.0,9.0,15.0,3.0,9025.0,129.0,500.0
2192,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Witten J.,4,276.0,7660,197.0,6.0,7.0,6.0,3.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.01,15.0,1.02,11.5,1.015,13.0,1.02,13.0,1.02,15.0,2009-560,US Open,Hard,128.0,G,20090831.0,101.0,104925.0,4.0,,Novak Djokovic,R,188.0,SRB,22.2,104070.0,,Q,Jesse Witten,R,178.0,USA,26.8,6-7(2) 6-3 7-6(2) 6-4,5.0,R32,208.0,8.0,8.0,136.0,83.0,58.0,24.0,21.0,5.0,11.0,5.0,11.0,142.0,66.0,39.0,40.0,22.0,9.0,18.0,4.0,7660.0,276.0,197.0
2193,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,3rd Round,5,Stepanek R.,Kohlschreiber P.,16,24.0,2000,1510.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.72,2.0,1.7,2.1,1.72,2.0,1.67,2.1,1.68,2.13,2009-560,US Open,Hard,128.0,G,20090831.0,102.0,103285.0,15.0,,Radek Stepanek,R,185.0,CZE,30.7,104259.0,23.0,,Philipp Kohlschreiber,R,178.0,GER,25.8,4-6 6-2 6-3 6-3,5.0,R32,155.0,13.0,4.0,109.0,60.0,48.0,27.0,18.0,7.0,9.0,10.0,3.0,112.0,69.0,45.0,18.0,18.0,8.0,14.0,16.0,2000.0,24.0,1510.0
2194,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Hewitt L.,1,32.0,12040,1285.0,4.0,6.0,6.0,3.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.01,13.0,1.03,10.5,1.04,9.0,1.03,11.0,1.04,11.0,2009-560,US Open,Hard,128.0,G,20090831.0,97.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,28.0,103720.0,31.0,,Lleyton Hewitt,R,180.0,AUS,28.5,4-6 6-3 7-5 6-4,5.0,R32,153.0,15.0,4.0,134.0,75.0,56.0,31.0,21.0,11.0,14.0,5.0,4.0,110.0,57.0,40.0,29.0,20.0,6.0,11.0,1.0,12040.0,32.0,1285.0
2195,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,3rd Round,5,Davydenko N.,Chiudinelli M.,8,161.0,3655,386.0,6.0,4.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.06,8.0,1.07,7.19,1.063,8.0,1.08,6.5,1.07,8.25,2009-560,US Open,Hard,128.0,G,20090831.0,100.0,103786.0,8.0,,Nikolay Davydenko,R,178.0,RUS,28.2,103843.0,,Q,Marco Chiudinelli,R,185.0,SUI,27.9,6-4 7-5 7-5,5.0,R32,154.0,10.0,7.0,104.0,68.0,46.0,21.0,17.0,7.0,10.0,4.0,2.0,109.0,62.0,34.0,25.0,17.0,4.0,10.0,8.0,3655.0,161.0,386.0
2196,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,3rd Round,5,Verdasco F.,Haas T.,10,21.0,3220,1760.0,3.0,6.0,7.0,5.0,7.0,6.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,1.44,2.62,1.5,2.45,1.533,2.375,1.57,2.25,1.52,2.46,2009-560,US Open,Hard,128.0,G,20090831.0,103.0,104269.0,10.0,,Fernando Verdasco,L,188.0,ESP,25.7,103163.0,20.0,,Tommy Haas,R,188.0,GER,31.4,3-6 7-5 7-6(8) 1-6 6-4,5.0,R32,225.0,18.0,13.0,163.0,102.0,73.0,27.0,24.0,8.0,14.0,22.0,6.0,160.0,99.0,73.0,31.0,26.0,6.0,11.0,10.0,3220.0,21.0,1760.0
2197,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,3rd Round,5,Soderling R.,Querrey S.,12,22.0,2665,1600.0,6.0,2.0,7.0,5.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.57,2.25,1.64,2.2,1.57,2.25,1.44,2.63,1.57,2.34,2009-560,US Open,Hard,128.0,G,20090831.0,99.0,104417.0,12.0,,Robin Soderling,R,193.0,SWE,25.0,105023.0,22.0,,Sam Querrey,R,198.0,USA,21.9,6-2 7-5 6-7(6) 6-1,5.0,R32,141.0,24.0,4.0,123.0,65.0,56.0,37.0,20.0,8.0,9.0,18.0,7.0,131.0,87.0,62.0,16.0,19.0,5.0,11.0,12.0,2665.0,22.0,1600.0
2198,49,US Open,US Open,20090509,Grand Slam,Outdoor,Hard,3rd Round,5,Isner J.,Roddick A.,55,5.0,914,5720.0,7.0,6.0,6.0,3.0,3.0,6.0,5.0,7.0,7.0,6.0,3.0,2.0,Completed,8.0,1.06,6.75,1.1,8.0,1.063,6.0,1.1,7.5,1.08,2009-560,US Open,Hard,128.0,G,20090831.0,104.0,104545.0,,,John Isner,R,206.0,USA,24.3,104053.0,5.0,,Andy Roddick,R,188.0,USA,27.0,7-6(3) 6-3 3-6 5-7 7-6(5),5.0,R32,231.0,38.0,7.0,163.0,106.0,85.0,34.0,27.0,7.0,9.0,20.0,2.0,154.0,102.0,85.0,33.0,27.0,6.0,7.0,55.0,914.0,5.0,5720.0
2199,49,US Open,US Open,20090609,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Blake J.,15,23.0,2165,1520.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.62,1.44,2.6,1.45,2.5,1.5,2.25,1.57,2.52,1.5,2009-560,US Open,Hard,128.0,G,20090831.0,98.0,103990.0,14.0,,Tommy Robredo,R,180.0,ESP,27.3,103484.0,21.0,,James Blake,R,185.0,USA,29.6,7-6(2) 6-4 6-4,5.0,R32,139.0,9.0,3.0,104.0,68.0,53.0,17.0,16.0,3.0,5.0,2.0,8.0,102.0,53.0,39.0,24.0,16.0,1.0,5.0,15.0,2165.0,23.0,1520.0
2200,49,US Open,US Open,20090609,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrero J.C.,Simon G.,25,9.0,1490,3410.0,1.0,6.0,6.0,4.0,7.0,6.0,1.0,0.0,,,2.0,1.0,Retired,2.37,1.53,2.35,1.55,2.375,1.533,2.25,1.57,2.25,1.62,2009-560,US Open,Hard,128.0,G,20090831.0,110.0,103507.0,24.0,,Juan Carlos Ferrero,R,183.0,ESP,29.5,104468.0,9.0,,Gilles Simon,R,183.0,FRA,24.6,1-6 6-4 7-6(5) 1-0 RET,5.0,R32,149.0,9.0,2.0,91.0,54.0,37.0,22.0,14.0,5.0,8.0,8.0,4.0,112.0,65.0,46.0,24.0,16.0,9.0,12.0,25.0,1490.0,9.0,3410.0
2201,49,US Open,US Open,20090609,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Almagro N.,3,33.0,9025,1285.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,12.0,1.02,11.5,1.03,10.0,1.03,10.0,1.01,20.0,2009-560,US Open,Hard,128.0,G,20090831.0,108.0,104745.0,3.0,,Rafael Nadal,L,185.0,ESP,23.2,104597.0,32.0,,Nicolas Almagro,R,183.0,ESP,24.0,7-5 6-4 6-4,5.0,R32,159.0,2.0,3.0,101.0,63.0,39.0,21.0,16.0,8.0,13.0,5.0,9.0,102.0,52.0,31.0,18.0,16.0,5.0,12.0,3.0,9025.0,33.0,1285.0
